hs6,base_exports,base_imports,v25_exports,v25_imports,import_change25,export_change25,us_tariff_2019,us_tariff_2020,trump1_hit
360100,1909304,1472585,4621932,1407641,-0.044102038252460805,1.4207417991058522,15,7.5,TRUE
360350,26264907,1874802.6666666667,10767336,626223,-0.6659792461713304,-0.5900485769852526,NA,NA,FALSE
360360,2213683,6758521,713895,2683229,-0.6029857715911514,-0.6775080262169425,NA,NA,FALSE
360410,47971,604363272.3333334,5833,490939776,-0.18767436991236497,NA,0,0,FALSE
360490,4182570.3333333335,16218870.666666666,4405455,15051544,-0.07197336304467722,0.053288922577193525,15,7.5,TRUE
360500,2787,3770426,4034,3881933,0.029574111784716105,NA,15,7.5,TRUE
360610,8290975,4644674.666666667,0,2393965,-0.4845785395518194,-1,25,25,TRUE
360690,3069082.3333333335,6085622.333333333,2311023,4511797,-0.2586137040928216,-0.24699869570133182,10,5,TRUE
370130,75769352,24509932.666666668,16196605,7752562,-0.6836971318757057,-0.7862380425267461,25,25,TRUE
370199,1355197.3333333333,1119911.3333333333,190697,16767,-0.9850282790244704,-0.8592846994976377,25,25,TRUE
370242,266694664.33333334,1922638,160841479,2677472,0.3926032877744016,-0.39690777315676157,25,25,TRUE
370244,87970,1911540.6666666667,197038,1150506,-0.3981263281171802,NA,25,25,TRUE
370254,11557622.333333334,1232712.3333333333,20102000,332615,-0.730176302284096,0.7392850726765686,25,25,TRUE
370790,87947766.33333333,4190335.3333333335,100599041,1717902,-0.5900323331322888,0.1438498690088014,25,25,TRUE
380110,21850507.333333332,293294015.3333333,17285117,146880775,-0.49920295907481216,-0.20893749804924433,25,25,TRUE
380190,4796755.333333333,24406416,1035122,4140103,-0.8303682523480711,-0.7842037110363352,25,25,TRUE
380210,28380075.666666668,24809182.666666668,20776677,12186022,-0.508810017495135,-0.2679132626695957,25,25,TRUE
380290,3026382,1245279.3333333333,2570050,5815484,3.6700237001711535,-0.1507846663111266,25,25,TRUE
380610,2103295.6666666665,2093020,1333808,824017,-0.6063023764703634,-0.36584854847638315,25,25,TRUE
380630,7684284,3635192.3333333335,2284454,4416432,0.21491013267798664,-0.702710883668537,25,25,TRUE
380690,678628.3333333334,4445476.666666667,234172,3726394,-0.16175603216153053,NA,25,25,TRUE
380859,10964,4669087.333333333,0,2962309,-0.36554859900528736,NA,8.333333253860474,8.333333253860474,TRUE
380891,22156284.333333332,55763894,12574565,38468445,-0.31015497231954425,-0.43246056916312364,25,25,TRUE
380892,23006814,8102767.666666667,11194996,9088545,0.12165933590674755,-0.5134052024761012,25,25,TRUE
380893,18442286.666666668,131760832,6312672,129418456,-0.01777748337229686,-0.6577066545977849,25,25,TRUE
380894,14087180.666666666,40780248,13562068,58535115,0.4353790835210222,-0.037275923344207325,25,25,TRUE
380899,7490955.333333333,25312432.666666668,13585701,18491411,-0.26947317772618146,0.8136139378039277,25,25,TRUE
380991,18962903.333333332,4203251,12949274,1688966,-0.5981762687976521,-0.3171259815875592,25,25,TRUE
381090,7529759.666666667,1025902.3333333334,5382750,2229541,1.1732487855406637,-0.28513654641212766,25,25,TRUE
381121,180967381.33333334,3319832,162657014,6206348,0.8694765277279092,-0.10118048456261029,25,25,TRUE
381129,43641414.333333336,5466470.333333333,41442146,2353081,-0.569542893949057,-0.05039406643733665,25,25,TRUE
381210,13478985.333333334,9106606,15539531,7379192,-0.18968801329496413,0.15287097772641436,25,25,TRUE
381220,3053536.6666666665,1939649,2579744,974506,-0.49758641898611555,-0.15516193790588176,25,25,TRUE
381231,214131.33333333334,13465586,96404,6095792,-0.5473058506328652,NA,25,25,TRUE
381239,22214661.333333332,27757524.666666668,16845620,13195862,-0.5246023498685174,-0.241689092296763,25,25,TRUE
381400,14364916,2327606.6666666665,3347527,871422,-0.625614579782953,-0.7669650835410384,25,25,TRUE
381511,47307996,15866051.666666666,71062689,12528903,-0.21033264839782126,0.5021284985311997,25,25,TRUE
381512,139241245.33333334,2192823.3333333335,65158880,1282418,-0.41517495709488683,-0.5320432545398857,25,25,TRUE
381519,227897391,56837197,147415946,40827674,-0.281673337972666,-0.3531477242756149,25,25,TRUE
381590,106576971.33333333,18746845.666666668,69621527,16430398,-0.12356466297610215,-0.34674886958225126,25,25,TRUE
381800,239344305,178416400,147213556,84862568,-0.5243566846993887,-0.38492977303136583,25,25,TRUE
382100,132356002,6951797.333333334,111416963,5691736,-0.18125691427905077,-0.15820241382026634,0,0,FALSE
382212,1224528.6666666667,1126969.6666666665,466293,13333,-0.9881691580577886,-0.6192061380895942,NA,NA,FALSE
382219,1276695888,1486347090,1010165348,290654821,-0.8044502371246275,-0.20876587956865103,NA,NA,FALSE
382290,81880864.33333333,5583129.666666667,49313263,3218511,-0.42352924038005213,-0.39774374145285135,NA,NA,FALSE
382312,28135.5,1637190.6666666667,0,1023383,-0.37491520026582126,NA,15,7.5,TRUE
382319,2455491.3333333335,5956766.666666667,1709493,1389832,-0.7666801340772119,-0.3038081719965346,15,7.5,TRUE
382370,3053941,1676022.6666666667,10898159,1512749,-0.09741733803122794,2.5685558430893067,15,7.5,TRUE
382430,5863402.666666667,1627893.3333333333,3288548,303014,-0.813861268551584,-0.4391400033473169,25,25,TRUE
382440,3877929.6666666665,4892205.666666667,3968593,5254569,0.07406952160705693,0.023379313480758546,25,25,TRUE
382491,1478452,2544130.3333333335,395821,1309328,-0.4853534102223013,-0.7322733507749998,25,25,TRUE
382499,509489612.6666667,369314059.6666667,424995972,272672835,-0.261677621355365,-0.16583977095122174,24.5,24.125,TRUE
382600,7618.333333333333,3599148.5,24320,7312311,1.031678048293923,NA,25,25,TRUE
382762,0,20732280.333333332,11220,2578846,-0.8756120427402414,NA,NA,NA,FALSE
382763,0,10394116,3411,1491911,-0.8564658120036375,NA,NA,NA,FALSE
382764,0,1197213.3333333333,3300,958849,-0.19909929725696335,NA,NA,NA,FALSE
382768,10000,9360434,8532,44707581,3.776229499615082,NA,NA,NA,FALSE
382769,41568.333333333336,1843938,34293,51804,-0.9719057799123398,NA,NA,NA,FALSE
390110,612377859,2102519.3333333335,559112989,1056132,-0.49768262138849934,-0.08698039815969244,25,25,TRUE
390120,639978783.6666666,4163436.333333333,562481445,1404042,-0.6627684711403057,-0.12109360598277452,25,25,TRUE
390130,83337367.66666667,1410519,28938933,814995,-0.4222020405255087,-0.6527496150856344,25,25,TRUE
390190,165698449.33333334,52499568.666666664,143267160,35451702,-0.32472393773190744,-0.1353741656821943,25,25,TRUE
390210,39304777.333333336,7398192,25999317,4253422,-0.42507277453734643,-0.3385201809055748,25,25,TRUE
390220,6478213.333333333,3080463,14374929,2918196,-0.05267617238058045,1.218965054150733,25,25,TRUE
390230,47846595.333333336,3002473,35975454,1719348,-0.42735604949653166,-0.2481083816022967,25,25,TRUE
390290,74093676,1435730.6666666667,73832174,2711833,0.888817354787063,-0.0035293430440676205,25,25,TRUE
390319,5060512.666666667,1979313.6666666667,4938090,1944847,-0.01741344348150314,-0.024191751850174924,25,25,TRUE
390320,4152053,2381306.6666666665,1615524,2312837,-0.028752981556344353,-0.6109095909902884,25,25,TRUE
390330,8779432.333333334,4789766.666666667,5663481,1125342,-0.7650528557410591,-0.35491489825633,25,25,TRUE
390390,88077302,18063988.666666668,69429291,21490865,0.18970762197481442,-0.2117232314859054,25,25,TRUE
390421,531267.6666666666,2520361,175627,2460890,-0.02359622292203379,NA,25,25,TRUE
390422,13166506,3033762.3333333335,16638135,1215531,-0.5993321603856685,0.26367124277313964,25,25,TRUE
390430,379649.3333333334,1902822,80350,1593490,-0.16256486418593016,NA,25,25,TRUE
390450,809619.6666666666,2055039,80379,1339264,-0.34830239231469573,NA,25,25,TRUE
390461,10563495.666666666,20502503.333333332,13693214,17073219,-0.16726173763171354,0.2962767659581881,25,25,TRUE
390469,82127588.66666667,93597226.66666667,68548854,53626785,-0.4270472864438149,-0.16533706744732304,25,25,TRUE
390529,193468,2823816,155773,462103,-0.8363551307875584,NA,25,25,TRUE
390530,10334865.666666666,14786611.666666666,2963220,8042445,-0.4560995323810379,-0.7132792920998134,25,25,TRUE
390591,53186463,1799268.3333333333,40415830,4729423,1.6285256692303633,-0.24011058979424896,25,25,TRUE
390599,18312781,9543614.333333334,17344870,8032024,-0.15838761715818153,-0.05285439715573511,25,25,TRUE
390690,138481910,81100109.33333333,125677099,63136655,-0.2214972887336181,-0.09246558629932242,25,25,TRUE
390710,102351053.66666667,1107098.3333333333,70617336,361585,-0.6733939622948277,-0.3100477868065329,25,25,TRUE
390729,111609265.33333333,77800838.33333333,103414943,40421703,-0.4804464339212454,-0.07341973185523697,NA,NA,FALSE
390730,111364421.66666667,8050794,69602665,3603929,-0.5523511097166317,-0.37500088485770583,25,25,TRUE
390740,175281097.66666666,16720486.333333334,55457830,5297425,-0.683177576633088,-0.6836063287014292,25,25,TRUE
390769,18695939.333333332,2381819.3333333335,6587378,1084490,-0.5446799911216328,-0.6476572862934336,25,25,TRUE
390791,2444359,3505561.6666666665,1651006,3797996,0.08342010814244227,-0.3245648450166281,25,25,TRUE
390799,367032513.6666667,16921287,348042858,14298663,-0.1549896293349318,-0.05173834731141231,25,25,TRUE
390810,153800239,14832880.333333334,55705192,11636055,-0.21552289653070533,-0.6378081571121615,25,25,TRUE
390890,128516388,13174617.666666666,99160447,10458138,-0.20619039849176643,-0.22842177139307712,25,25,TRUE
390931,1642143.3333333333,363247287,851360,64589734,-0.8221879796173123,-0.4815556092342731,25,25,TRUE
390940,16356020.333333334,4064422.3333333335,15041559,3107414,-0.23545986485820414,-0.08036559667601297,25,25,TRUE
390950,81098060.33333333,22621066.333333332,78171654,7118420,-0.6853189900464315,-0.036084788234207646,25,25,TRUE
391000,188019578.66666666,142128114,151689607,62199013,-0.5623736131473608,-0.1932244073957574,25,25,TRUE
391110,18989514,35114585.666666664,11387652,34331887,-0.02228984485525794,-0.40031893391268464,25,25,TRUE
391190,168971736.33333334,60088604,101651137,13079312,-0.782332902924488,-0.39841337252124154,25,25,TRUE
391211,158468227.66666666,1688694,169565548,1930549,0.14322014527202678,0.07002867702083623,25,25,TRUE
391220,305578,14165114.333333334,98100,14206179,0.002899000015131026,NA,25,25,TRUE
391231,15501766,18823893,9181584,20534000,0.09084767959528882,-0.40770722509938545,25,25,TRUE
391239,52536278,9310607.666666666,55048639,9763536,0.048646484692388386,0.04782145016059189,25,25,TRUE
391290,77714736,1944926.6666666667,84843183,2057288,0.057771501239121226,0.0917258086034031,25,25,TRUE
391310,69961,28772378.666666668,9028,19046993,-0.33801118007437136,NA,15,7.5,TRUE
391390,34288347.333333336,98592172,20231106,91801291,-0.06887850082053168,-0.4099713875584672,24.999999284744263,24.999999284744263,TRUE
391400,40544522,68889022,62425342,52872927,-0.2324912523798059,0.5396738923201512,25,25,TRUE
391590,817306,5964915.666666667,676983,3871584,-0.3509406978483686,NA,25,25,TRUE
391610,3998213,1747483.3333333333,5692535,2168273,0.24079752787341802,0.42376981916671275,25,25,TRUE
391620,701687.3333333334,29836317,135710,28802940,-0.03463487132141678,NA,25,25,TRUE
391690,14213155.333333334,43154543.333333336,15008045,61567274,0.4266695750767995,0.05592633359901829,25,25,TRUE
391721,2544555.6666666665,20519519.666666668,1345957,16508619,-0.19546757096767003,-0.47104438797238596,25,25,TRUE
391722,1054839.6666666667,6626632.666666667,745350,4109393,-0.3798670898613263,-0.29339972362308464,25,25,TRUE
391723,1545839.6666666667,19183938,1070945,12344637,-0.35651183818463134,-0.3072082292277401,25,25,TRUE
391729,14126976.333333334,16684434.333333334,7412912,14075355,-0.1563780516142961,-0.47526549028691656,25,25,TRUE
391731,8945106.333333334,8481718.666666666,13345882,7199364,-0.15119042697164042,0.4919757801276742,25,25,TRUE
391732,61986496.333333336,86219658.66666667,44107738,53941085,-0.3743760317059324,-0.2884298902327055,25,25,TRUE
391733,4925770.666666667,53645277,3899981,59152664,0.10266303592765491,-0.20824957881379244,25,25,TRUE
391739,25330160.333333332,231784023.66666666,25167080,162956431,-0.29694709573964867,-0.006438187961989559,25,25,TRUE
391740,42854351,130800772,36230884,83473678,-0.3618258002330445,-0.1545576317326565,25,25,TRUE
391810,2816076.3333333335,2423239171.3333335,2798945,647538359,-0.7327798400338228,-0.006083405172847524,25,25,TRUE
391890,634148.3333333334,53029612.333333336,806220,37333553,-0.2959866882426201,NA,25,25,TRUE
391910,27573568,94677230.66666667,24286343,76146042,-0.19573015112693837,-0.1192165264937784,25,25,TRUE
391990,351690302.3333333,213109570.33333334,290397645,178439618,-0.16268604117170646,-0.17428020314088705,25,25,TRUE
392010,66298129.333333336,155523507.33333334,63238493,132395803,-0.14870873689701303,-0.04614966310663329,25,25,TRUE
392020,17205552,34003660,13025448,32049049,-0.05748237101535541,-0.2429508800415122,25,25,TRUE
392030,1820571.3333333333,3597166.6666666665,538529,4091527,0.13743047769077518,-0.7041978031072297,25,25,TRUE
392043,7254574.666666667,69919718.66666667,14602864,38853394,-0.44431421148548106,1.0129180098038368,25,25,TRUE
392049,13573246,30403954.666666668,3857346,25941256,-0.1467802039436449,-0.7158125624482161,25,25,TRUE
392051,14755270,10657921.333333334,17675932,8388276,-0.21295384553410732,0.19794026134391304,25,25,TRUE
392059,5520197,2031252.3333333333,3435850,2558592,0.25961307613677415,-0.37758561877411256,25,25,TRUE
392061,3459484.6666666665,7204536.333333333,2074261,6236577,-0.13435414696360978,-0.4004132985510173,25,25,TRUE
392062,50575961.333333336,49345243.333333336,35292421,48135287,-0.024520222246345577,-0.3021898137062269,25,25,TRUE
392063,393892,2379477.3333333335,316821,4968953,1.0882539751026554,NA,25,25,TRUE
392069,4607389,9011036.333333334,3855176,7200228,-0.20095450360519027,-0.16326231624896442,25,25,TRUE
392079,1841132.3333333333,1037683.3333333334,2058772,846199,-0.1845306050336487,0.11820968146957393,25,25,TRUE
392091,3370841.3333333335,2947609.3333333335,2529492,863344,-0.7071036550750507,-0.24959624323264898,25,25,TRUE
392092,3552149,1771973,3421057,1102084,-0.37804695669742144,-0.036904983433971944,25,25,TRUE
392099,305025183.6666667,33887689.333333336,106739726,26528835,-0.21715420785845266,-0.6500625793683783,25,25,TRUE
392111,12638164,5421910.666666667,2118880,5703191,0.051878452196310564,-0.8323427358594175,25,25,TRUE
392112,1325283,55104200.666666664,1044909,45703142,-0.1706051181748382,-0.21155783330805572,25,25,TRUE
392113,34649243,19149827,9927911,18765259,-0.020082061315749744,-0.7134739422734286,25,25,TRUE
392114,154590,1804501,490478,1741033,-0.035172050334136694,NA,25,25,TRUE
392119,79140489,74265671,96828375,55438780,-0.2535073169944159,0.2234998320518338,25,25,TRUE
392190,239164778,139528666.66666666,302830794,121495028,-0.12924683577568283,0.2662014721916954,25,25,TRUE
392210,134694.33333333334,173763115.66666666,153209,142742995,-0.17851959288168606,NA,15,7.5,TRUE
392220,383923.3333333333,99434179.66666667,503853,91190661,-0.08290427591700791,NA,15,7.5,TRUE
392290,353530.3333333333,39903924.333333336,891890,40754320,0.021311078568688413,NA,25,25,TRUE
392310,21142106.666666668,195310803.66666666,16331569,139728543,-0.28458364628680693,-0.22753350659473864,25,25,TRUE
392321,8988517.333333334,734860792.6666666,7057219,503304921,-0.3151016818115925,-0.21486283685199553,25,25,TRUE
392329,8815920.666666666,148530726.33333334,5931229,114511786,-0.22903638306452417,-0.32721388675533297,25,25,TRUE
392330,16657624.333333334,406333656.6666667,16312910,348366119,-0.14265994636575233,-0.020694087370161846,25,25,TRUE
392340,1832947.3333333333,7002099,2349716,6473013,-0.07556105676312203,0.28193317793091716,25,25,TRUE
392350,18097944.333333332,464888390,13191256,382360171,-0.1775226501139338,-0.2711185448999336,25,25,TRUE
392390,40472385,358246236.6666667,33985812,316138852,-0.11753754919649266,-0.1602715777683969,25,25,TRUE
392410,8492715.333333334,4034806828.3333335,9466882,3036943883,-0.24731368508799786,0.11470614855570722,7.5,3.75,TRUE
392490,3871425.6666666665,2842251692.6666665,8031827,2677722840,-0.05788679907946566,1.0746432171369773,7.5,3.75,TRUE
392510,987271.3333333334,2590905,327591,793111,-0.6938864991190337,NA,25,25,TRUE
392520,986157.6666666666,229806928.66666666,448665,194967166,-0.1516044919481148,NA,15,7.5,TRUE
392530,797569.3333333334,162378103.66666666,2669827,80576230,-0.5037740423092472,NA,15,7.5,TRUE
392590,3137819.3333333335,223079676,2005291,183870356,-0.1757637481955102,-0.36092847070651407,25,25,TRUE
392610,1188519,432461565,2019967,364062531,-0.1581621108918662,0.6995664352021297,0,0,FALSE
392620,5560150.333333333,980936977.3333334,3968505,634204406,-0.353470793073702,-0.2862594062954293,16.666666507720947,16.666666507720947,TRUE
392630,7267242.333333333,215744162.66666666,4999220,185291750,-0.14115057524739083,-0.3120884414340203,15,7.5,TRUE
392640,5738252.333333333,862815217.6666666,5985751,872045943,0.010698380307079262,0.0431313668848187,0,0,FALSE
392690,524097686,4565872634,547439292,3786197415,-0.17076149106615662,0.044536746914772676,15.769230365753174,13.173076629638672,TRUE
400219,25147246.666666668,11978294.333333334,17298280,6888397,-0.4249267209246236,-0.31212031960026376,25,25,TRUE
400249,902117.6666666666,1550129,733838,767181,-0.505085705770294,NA,25,25,TRUE
400259,33660725,1270896,28116476,330342,-0.7400715715526683,-0.16470973218788365,25,25,TRUE
400260,1202571,2050385.6666666667,1235555,1047783,-0.488982479231143,0.02742790238580508,25,25,TRUE
400270,13744058,1566158,9742075,1567679,9.711663829575305e-4,-0.29117914083307855,25,25,TRUE
400299,34996342.666666664,11544501,31254446,2327087,-0.7984246352440872,-0.1069225062260791,25,25,TRUE
400300,919383,5673496,410004,4055958,-0.2851042813813564,NA,25,25,TRUE
400599,16770486,1098957,14776881,401088,-0.635028486100912,-0.11887580359925169,25,25,TRUE
400690,5332286.333333333,3601467.6666666665,5064757,2415943,-0.32917820632940104,-0.0501715993120899,25,25,TRUE
400700,584438,1286453,540449,1258370,-0.021829790905691853,NA,25,25,TRUE
400811,1457725.6666666667,7198164,1250909,6104691,-0.15190998704669692,-0.1418762606681596,25,25,TRUE
400819,720195.6666666666,6282149,111662,5838775,-0.0705768042114251,NA,25,25,TRUE
400821,3194620,31670113,2949383,24093158,-0.23924622561340403,-0.07676562470653786,25,25,TRUE
400829,595684.6666666666,2537195.3333333335,438196,2430521,-0.04204419420604332,NA,25,25,TRUE
400911,3467922.6666666665,23548114.333333332,2156779,24717822,0.049673092720248016,-0.37807753883016226,25,25,TRUE
400912,934071,27544280.333333332,968048,24072842,-0.1260311865593487,NA,15,7.5,TRUE
400921,12880982.333333334,26448442.333333332,11267016,19636277,-0.2575639520648771,-0.1252983888625265,25,25,TRUE
400922,1922673.3333333333,30104331.333333332,2126587,26338611,-0.12508898774854033,0.10605736457224493,25,25,TRUE
400931,6094332.333333333,41278360.333333336,6468467,28920921,-0.29936846409459694,0.06139059148781794,25,25,TRUE
400932,5359174,63658616.333333336,3103378,47351364,-0.25616724447707523,-0.420922328702147,25,25,TRUE
400941,2750987.6666666665,7666775.666666667,2188721,8783605,0.14567132023818613,-0.20438720008801683,25,25,TRUE
400942,1815099,50701249.666666664,1537298,40897336,-0.1933663120953054,-0.15305005401909208,15,7.5,TRUE
401011,51735,4949005.333333333,7529,3648718,-0.2627371048835671,NA,15,7.5,TRUE
401012,2119756,67808944,1181727,57952126,-0.14536162073250986,-0.44251744068656956,25,25,TRUE
401019,873491.6666666666,20335324,457025,7905054,-0.6112649102615724,NA,25,25,TRUE
401031,588965.6666666666,8196344,346517,9189622,0.12118549441067872,NA,25,25,TRUE
401032,515098.3333333333,3492860.3333333335,466356,1320524,-0.6219362144549916,NA,25,25,TRUE
401033,97489,4569939.666666667,183351,4046128,-0.11462113394786619,NA,25,25,TRUE
401035,472906.3333333333,2253865.3333333335,322983,2029109,-0.0997203914578748,NA,25,25,TRUE
401039,4155643,22872326.333333332,3182796,18292801,-0.2002212309580111,-0.2341026406743794,25,25,TRUE
401110,19752132.333333332,92267736.66666667,14760390,33480304,-0.6371396415525673,-0.2527191621184798,25,25,TRUE
401120,13246191,255957713.66666666,8978282,175458274,-0.3145028860958688,-0.3221989627055808,25,25,TRUE
401140,43500,9450776,41072,9110673,-0.03598678034480978,NA,25,25,TRUE
401150,107055.66666666667,13855810.333333334,79996,9500962,-0.3142976288334971,NA,25,25,TRUE
401170,113517.66666666667,29424824,83340,21585115,-0.2664318060152203,NA,25,25,TRUE
401180,15833258.333333334,52551433.666666664,11170168,35913664,-0.3165997291757996,-0.2945123634796165,25,25,TRUE
401190,119742.66666666667,638942619.6666666,186435,326340091,-0.48924976835908973,NA,25,25,TRUE
401212,0,1117044.6666666667,0,1215924,0.08851869247842663,NA,25,25,TRUE
401220,117060.33333333333,1672557,0,812202,-0.5143950251022835,NA,25,25,TRUE
401290,39977,32433969.666666668,162338,19968852,-0.3843229118968262,NA,25,25,TRUE
401310,3187,1840872.6666666667,0,945510,-0.48637946712953894,NA,25,25,TRUE
401320,22245.5,12748699.333333334,0,8645778,-0.32183058256034386,NA,25,25,TRUE
401390,380489.3333333333,8584503.666666666,79261,6988008,-0.18597413766223947,NA,25,25,TRUE
401490,1636133.3333333333,5369130.333333333,578408,4292680,-0.20048876941026633,-0.6464786895933502,0,0,FALSE
401512,1781137,492031170.6666667,515498,31703069,-0.935566950042932,-0.71057925358914,NA,NA,FALSE
401519,1329309.6666666667,73326535.66666667,1957155,65422437,-0.10779315557191632,0.47230931142455135,21.666666507720947,19.166666507720947,TRUE
401590,3970739,2439814,3864228,2720474,0.11503335910032486,-0.026823974076362108,25,25,TRUE
401610,1302114.3333333333,19629970.666666668,1410324,19301039,-0.01675660510411365,0.08310304548269322,25,25,TRUE
401691,266158,38861232,640156,27675753,-0.287831301900053,NA,25,25,TRUE
401692,10367.333333333334,7251956.333333333,25531,4792265,-0.339176247108309,NA,0,0,FALSE
401693,89796548,266811086.33333334,120305253,224353791,-0.1591286775853476,0.3397536506637204,25,25,TRUE
401694,88143.66666666667,4866794.333333333,150652,5662495,0.16349584801987735,NA,25,25,TRUE
401695,957039.3333333334,6392032.666666667,651344,6375729,-0.0025506231768319568,NA,15,7.5,TRUE
401699,32563058.666666668,507200725,36411744,411096935,-0.18947881038616418,0.11819176364022146,18.888888359069824,16.388888359069824,TRUE
401700,72785.66666666667,3271053,47653,3923031,0.19931746749441234,NA,25,25,TRUE
410711,2872891.3333333335,3561394,2159025,582725,-0.8363772724949837,-0.24848358343754506,25,25,TRUE
420100,848517.6666666666,282681261.6666667,1223275,133016268,-0.5294478763263385,NA,25,25,TRUE
420211,441242.3333333333,13511243.666666666,443879,11771464,-0.12876532387309716,NA,25,25,TRUE
420212,6876841.333333333,615372879.3333334,3642692,316605479,-0.4855062846724805,-0.4702957617557363,25,25,TRUE
420219,1401468.6666666667,22286684.333333332,1412572,17832776,-0.19984616225177082,0.007922641153114082,25,25,TRUE
420221,23722278,96138110.33333333,31537043,65087034,-0.3229840510248431,0.32942725820850766,25,25,TRUE
420222,4633857.333333333,341775239.3333333,12135639,201333559,-0.4109182414948456,1.6189064805045073,25,25,TRUE
420229,2228528.3333333335,8340425.333333333,5182184,7043434,-0.1555066176481167,1.3253839417193856,25,25,TRUE
420231,2036122.3333333335,34679779.666666664,230385,18475247,-0.46726169607824974,-0.8868511011208069,25,25,TRUE
420232,1810147,202132315.33333334,2191997,124548649,-0.38382613984998537,0.21094971844828073,25,25,TRUE
420239,448585.3333333333,11417464.333333334,6749,7517252,-0.3416005707980754,NA,25,25,TRUE
420291,2488935.3333333335,47594578.666666664,506576,35539177,-0.2532935894043282,-0.7964687980376081,25,25,TRUE
420292,5412402,1692811352.3333333,8196271,1101068560,-0.3495621597277737,0.5143500057830146,25,25,TRUE
420299,2024526,64417106.666666664,596010,42343214,-0.342671284211668,-0.7056051638753961,25,25,TRUE
420310,1746363.3333333333,23786408.333333332,1246334,17317585,-0.2719546071303324,-0.28632606044179426,25,25,TRUE
420321,146589.66666666666,21057832.666666668,197933,7516972,-0.6430320195345206,NA,25,25,TRUE
420329,175432.33333333334,97771428,247665,59902335,-0.3873226951333881,NA,25,25,TRUE
420330,577124.3333333334,54304571.666666664,1127563,25613281,-0.5283402444048372,NA,25,25,TRUE
420340,73155.66666666667,1778837.3333333333,131629,1628196,-0.08468527757456552,NA,25,25,TRUE
420500,545787.3333333334,37655825.333333336,277894,15641946,-0.5846075378368195,NA,25,25,TRUE
430219,340650,1436336.3333333333,119179,976521,-0.32013068434064534,NA,25,25,TRUE
430310,163339,7224444,178017,3892764,-0.4611676690967499,NA,25,25,TRUE
430390,197226.33333333334,7881474,88080,4355306,-0.44739956003153725,NA,25,25,TRUE
430400,3602,1870128.3333333333,0,2268757,0.21315578164421875,NA,25,25,TRUE
440711,25262533.333333332,7955866,10925562,1508008,-0.8104533183439742,-0.567519145612211,NA,NA,FALSE
440719,9022407,22275870.333333332,7785842,25990245,0.1667443117186997,-0.1370548901196765,NA,NA,FALSE
440799,178339123.66666666,10589641.666666666,149098694,6132708,-0.42087672151323974,-0.163959702534593,25,25,TRUE
440839,88343.33333333333,2065078.6666666667,3053,1893458,-0.08310611573150728,NA,25,25,TRUE
440890,2800978.3333333335,2664800.3333333335,1880786,1635826,-0.3861356216682151,-0.3285253307326548,25,25,TRUE
440910,196614.66666666666,45931469.333333336,21109,9802213,-0.78659047615343,NA,25,25,TRUE
440929,660475.3333333334,17688020.666666668,372185,10338499,-0.4155084282842878,NA,25,25,TRUE
441011,128017.33333333333,5763610.666666667,53577,4426742,-0.23194985643258814,NA,25,25,TRUE
441012,15660,1884970.3333333333,0,214254,-0.8863356116479995,NA,25,25,TRUE
441019,8640,1832329.6666666667,0,1376018,-0.24903360730756421,NA,25,25,TRUE
441112,13357.5,5607674.333333333,0,5728229,0.021498157614122083,NA,25,25,TRUE
441113,22696,23281949.333333332,0,14015991,-0.39798893987227413,NA,25,25,TRUE
441114,174142,117627804,52203,82015050,-0.3027579601843115,NA,25,25,TRUE
441192,79562,16246014,187458,4927557,-0.6966913237917929,NA,25,25,TRUE
441193,0,2146925,0,1036211,-0.5173510951710004,NA,25,25,TRUE
441210,47031.5,17551828.666666668,20944,4976047,-0.7164940990194261,NA,25,25,TRUE
441231,22267,2400591,0,902092,-0.6242208689443558,NA,25,25,TRUE
441233,105814,58027075.666666664,102146,15135765,-0.7391603001511472,NA,NA,NA,FALSE
441234,0,3030897.3333333335,0,208153,-0.9313229789373708,NA,NA,NA,FALSE
441239,826529,77922007.66666667,0,34400073,-0.5585319984675446,NA,25,25,TRUE
441249,8595,1717905.3333333333,0,2615791,0.522663064864265,NA,NA,NA,FALSE
441252,0,1540890.6666666667,20000,1115444,-0.2761043829196621,NA,NA,NA,FALSE
441259,0,1719970.6666666665,0,4050678,1.35508551308627,NA,NA,NA,FALSE
441291,0,9703968.666666666,0,4771797,-0.508263354518938,NA,NA,NA,FALSE
441292,158367,66549233.666666664,10423,22137300,-0.6673545466972345,NA,NA,NA,FALSE
441299,104123,11106867.666666666,118387,994981,-0.9104174975464879,NA,25,25,TRUE
441300,27030.333333333332,1133564,19500,848423,-0.25154380343765326,NA,25,25,TRUE
441410,28115,5705323.333333333,0,3253037,-0.4298242518536781,NA,NA,NA,FALSE
441490,69315,175440847.66666666,11040,118309609,-0.32564388183540144,NA,NA,NA,FALSE
441510,3904761.6666666665,8053347,3746388,5745081,-0.2866219473716953,-0.04055911222921412,25,25,TRUE
441520,836801,1378165.6666666667,275797,1948352,0.413728441452491,NA,25,25,TRUE
441700,216517.33333333334,11071291,411043,8291864,-0.2510481388304219,NA,20,16.25,TRUE
441821,48620.666666666664,30797694.666666668,29825,12264692,-0.6017659070672433,NA,NA,NA,FALSE
441829,68918,74379258,38229,50831823,-0.3165860433832239,NA,NA,NA,FALSE
441873,0,6854858,0,3982856,-0.41897323037180345,NA,25,25,TRUE
