hs6,chn_reta_2019,n_hs8
400690,7.5,2
400700,25.0,1
400811,20.0,1
400819,10.0,1
400821,10.0,1
400829,20.0,1
400911,20.0,1
400912,20.0,1
400921,10.0,1
400922,10.0,1
400931,20.0,1
400932,25.0,1
400941,10.0,1
400942,10.0,1
401011,25.0,1
401012,10.0,1
401019,10.0,1
401031,25.0,1
401032,20.0,1
401033,20.0,1
401034,20.0,1
401035,20.0,1
401036,20.0,1
401039,20.0,1
401110,5.0,1
401120,5.0,1
401130,10.0,1
401140,25.0,1
401170,17.5,2
401180,21.25,4
401190,15.0,2
401212,5.0,1
401213,20.0,1
401220,25.0,2
401290,11.666666666666666,3
401310,5.0,1
401390,15.0,2
401410,25.0,1
401490,10.0,1
401511,25.0,1
401519,25.0,1
401590,17.5,2
401610,10.0,2
401691,20.0,1
401692,25.0,1
401693,10.0,2
401694,25.0,1
401695,10.0,1
401699,15.0,2
401700,17.5,2
410120,25.0,1
410150,5.0,1
410190,20.0,1
410210,25.0,1
410330,5.0,1
410390,5.0,1
410411,5.0,2
410419,25.0,1
410441,25.0,1
410449,25.0,1
410631,25.0,1
410711,25.0,1
410712,15.0,2
410719,25.0,1
410791,25.0,1
410792,25.0,1
410799,25.0,1
411200,25.0,1
411310,25.0,1
411320,25.0,1
411330,20.0,1
411390,25.0,1
411410,20.0,1
411420,25.0,1
411510,25.0,1
420100,25.0,1
420211,25.0,2
420212,20.0,2
420219,20.0,1
420221,25.0,1
420222,25.0,1
420231,25.0,1
420232,20.0,1
420239,20.0,1
420291,25.0,1
420292,25.0,1
420299,20.0,1
420310,25.0,1
420321,25.0,1
420329,25.0,2
420330,25.0,1
420340,25.0,1
420500,23.333333333333332,3
430110,20.0,1
430180,5.0,1
430190,25.0,1
430211,25.0,1
430219,25.0,2
430220,25.0,1
430310,22.5,2
430390,25.0,1
430400,25.0,1
440112,20.0,1
440121,20.0,1
440122,25.0,1
440131,25.0,1
440139,25.0,1
440140,25.0,1
440290,25.0,1
440311,25.0,1
440312,20.0,1
440321,20.0,4
440322,20.0,2
440323,20.0,1
440324,25.0,1
440325,5.0,1
440326,20.0,1
440391,25.0,1
440395,25.0,1
440397,25.0,1
440398,25.0,1
440399,23.333333333333332,3
440420,20.0,1
440500,25.0,1
440691,5.0,1
440711,22.5,4
440712,25.0,1
440719,20.0,1
440729,25.0,3
440791,25.0,1
440792,25.0,1
440793,5.0,1
440794,20.0,1
440795,20.0,1
440796,25.0,1
440797,5.0,1
440799,17.5,4
440810,22.5,2
440831,25.0,1
440839,25.0,2
440890,19.166666666666668,6
440929,15.0,2
441011,25.0,1
441012,25.0,1
441019,25.0,1
441090,5.0,1
441112,21.666666666666668,3
441113,22.5,2
441114,25.0,4
441192,25.0,2
441193,25.0,1
441194,15.0,2
441210,25.0,1
441231,25.0,1
441233,25.0,1
441234,25.0,2
441239,25.0,1
441294,25.0,1
441299,25.0,2
441300,25.0,1
441400,20.0,2
441510,25.0,1
441520,25.0,1
441600,20.0,1
441700,25.0,1
441810,25.0,1
441820,25.0,1
441860,25.0,1
441875,25.0,1
441879,20.0,1
441899,25.0,1
441911,5.0,1
441990,20.0,1
442010,25.0,2
442090,15.0,2
442110,25.0,1
442191,22.5,2
442199,25.0,1
450190,25.0,2
450310,25.0,1
450390,20.0,1
450410,25.0,1
450490,25.0,1
460121,25.0,1
460199,20.0,1
460219,25.0,2
460290,25.0,1
470100,5.0,1
470200,5.0,1
470311,5.0,1
470319,5.0,1
470321,5.0,1
470329,5.0,1
470411,5.0,1
470419,5.0,1
470421,5.0,1
470429,5.0,1
470500,5.0,1
470610,5.0,1
470620,20.0,1
470692,25.0,1
470710,25.0,1
470720,25.0,1
470730,25.0,1
470790,25.0,1
480100,25.0,2
480210,25.0,1
480220,22.5,2
480254,25.0,1
480255,25.0,1
480256,25.0,1
480257,25.0,1
480258,20.0,1
480261,20.0,1
480262,25.0,1
480269,25.0,1
480300,20.0,1
480411,5.0,1
480419,20.0,1
480421,5.0,1
480429,20.0,1
480431,20.0,1
480439,5.0,1
480441,5.0,1
480442,20.0,1
480449,20.0,1
480451,5.0,1
480452,5.0,1
480459,5.0,1
480519,25.0,1
480525,25.0,1
480530,20.0,1
480540,5.0,1
480591,20.0,2
480592,20.0,1
480593,20.0,1
480610,25.0,1
480620,25.0,1
480630,5.0,1
480640,20.0,1
480700,25.0,1
480810,25.0,1
480840,5.0,1
480890,20.0,1
480920,5.0,1
480990,20.0,1
481013,5.0,1
481014,20.0,1
481019,20.0,1
481022,20.0,1
481029,20.0,1
481031,20.0,1
481032,5.0,1
481039,5.0,1
481092,25.0,1
481099,20.0,1
481141,20.0,1
481149,5.0,1
481151,22.5,2
481159,10.0,3
481160,12.5,2
481190,5.0,1
481200,20.0,1
481420,20.0,1
481490,20.0,1
481620,25.0,1
481690,12.5,2
481710,20.0,1
481720,20.0,1
481730,25.0,1
481810,20.0,1
481820,20.0,1
481830,20.0,1
481890,5.0,1
481910,20.0,1
481920,20.0,1
481930,25.0,1
481940,25.0,1
481950,20.0,1
481960,25.0,1
482010,20.0,1
482020,25.0,1
482030,20.0,1
482040,20.0,1
482050,5.0,1
482090,20.0,1
482110,20.0,1
482190,20.0,1
482210,25.0,1
482290,20.0,1
482320,20.0,1
482340,5.0,1
482369,22.5,2
482370,25.0,1
482390,22.5,2
490110,20.0,1
490191,20.0,1
490199,5.0,1
490210,5.0,1
490290,5.0,1
490300,5.0,1
490400,5.0,1
490510,5.0,1
490591,20.0,1
490599,20.0,1
490600,25.0,1
490700,10.0,3
490810,20.0,1
490890,25.0,1
490900,20.0,2
491000,25.0,1
491110,20.0,2
491191,20.0,1
491199,22.5,2
500720,23.75,4
500790,25.0,2
510111,25.0,1
510310,25.0,2
510320,25.0,1
510330,25.0,1
510400,25.0,1
510620,25.0,1
510710,25.0,1
510720,25.0,1
510810,25.0,2
510820,25.0,1
510910,20.0,1
510990,25.0,1
511111,25.0,2
511119,25.0,2
511120,25.0,1
511130,25.0,1
511190,25.0,1
511211,25.0,1
511219,25.0,1
511220,25.0,1
511230,25.0,1
511290,25.0,1
520100,25.0,1
520210,25.0,1
520291,25.0,1
520299,25.0,1
520300,25.0,1
520411,25.0,1
520419,10.0,1
520420,10.0,1
520511,25.0,1
520512,25.0,1
520513,20.0,1
520522,25.0,1
520524,25.0,1
520531,20.0,1
520543,25.0,1
520612,25.0,1
520613,10.0,1
520623,25.0,1
520631,25.0,1
520710,25.0,1
520811,25.0,1
520812,25.0,1
520819,25.0,1
520822,25.0,1
520829,25.0,1
520831,25.0,1
520832,25.0,1
520839,25.0,1
520842,25.0,1
520843,25.0,1
520849,25.0,1
520851,25.0,1
520852,25.0,1
520859,25.0,1
520911,25.0,1
520912,25.0,1
520919,25.0,1
520921,25.0,1
520922,25.0,1
520929,25.0,1
520931,25.0,1
520932,25.0,1
520939,25.0,1
520941,25.0,1
520942,25.0,1
520943,25.0,1
520949,25.0,1
520951,25.0,1
520959,25.0,1
521011,25.0,1
521019,25.0,1
521031,25.0,1
521032,25.0,1
521039,25.0,1
521041,25.0,1
521049,25.0,2
521051,25.0,1
521059,25.0,1
521111,25.0,1
521112,25.0,1
521120,25.0,1
521131,25.0,1
521132,25.0,1
521139,25.0,1
521141,25.0,1
521142,25.0,1
521143,25.0,1
521149,25.0,1
521151,25.0,1
521152,20.0,1
521159,10.0,1
521213,25.0,1
521214,25.0,1
521215,25.0,1
521221,25.0,1
521222,20.0,1
521223,25.0,1
521224,25.0,1
521225,25.0,1
530620,25.0,1
530911,25.0,1
530919,25.0,1
530921,25.0,1
530929,25.0,1
540110,22.5,2
540211,15.0,3
540219,25.0,3
540220,25.0,1
540231,25.0,4
540232,13.75,4
540233,25.0,2
540234,25.0,1
540239,25.0,1
540244,25.0,1
540245,13.75,4
540246,10.0,1
540247,25.0,1
540248,25.0,1
540249,10.0,2
540251,25.0,1
540252,25.0,1
540253,25.0,1
540259,10.0,2
540261,23.75,4
540262,25.0,1
540263,25.0,1
540269,22.5,2
540310,10.0,1
540333,10.0,2
540349,25.0,1
540411,10.0,1
540419,20.0,1
540490,20.0,1
540500,20.0,1
540600,20.0,1
540710,25.0,2
540720,20.0,1
540730,10.0,1
540741,25.0,1
540742,25.0,1
540743,25.0,1
540744,25.0,1
540751,25.0,1
540752,25.0,1
540753,25.0,1
540754,25.0,1
540761,25.0,1
540769,25.0,1
540771,25.0,1
540772,25.0,1
540773,25.0,1
540774,25.0,1
540781,25.0,1
540782,25.0,1
540783,25.0,1
540784,20.0,1
540791,25.0,1
540792,25.0,1
540793,20.0,1
540794,25.0,1
540810,10.0,1
540821,25.0,2
540822,25.0,2
540823,25.0,2
540832,25.0,1
540833,25.0,1
540834,25.0,1
550110,25.0,1
550120,10.0,1
550130,25.0,1
550190,25.0,1
550210,10.0,1
550311,20.0,3
550319,10.0,1
550320,25.0,1
550330,25.0,1
550340,25.0,1
550390,25.0,2
550410,25.0,1
550490,25.0,1
550510,25.0,1
550520,25.0,1
550610,20.0,3
550620,25.0,1
550630,20.0,1
550690,10.0,1
550700,25.0,1
550810,25.0,1
550911,10.0,1
550912,25.0,1
550921,25.0,1
550922,25.0,1
550932,25.0,1
550942,25.0,1
550951,25.0,1
550952,25.0,1
550953,25.0,1
550959,10.0,1
550961,25.0,1
550999,20.0,1
551012,25.0,1
551020,25.0,1
551110,20.0,1
551120,25.0,1
551211,25.0,1
551219,25.0,1
551221,20.0,1
551229,10.0,1
551291,25.0,1
551299,25.0,1
551321,25.0,1
551323,25.0,1
551329,25.0,1
551331,25.0,1
551411,25.0,1
551419,17.5,2
551421,25.0,1
551422,25.0,1
551423,25.0,1
551429,25.0,1
551430,23.333333333333332,3
551441,10.0,1
551443,10.0,1
551511,25.0,1
551512,25.0,1
551513,25.0,1
551519,25.0,1
551521,10.0,1
551529,25.0,1
551591,25.0,1
551599,20.0,1
551611,25.0,1
551612,20.0,1
551613,25.0,1
551614,25.0,1
551621,20.0,1
551622,25.0,1
551623,20.0,1
551633,25.0,1
551641,25.0,1
551642,25.0,1
551643,20.0,1
551692,25.0,1
551693,25.0,1
551694,25.0,1
560121,25.0,1
560122,10.0,1
560129,25.0,1
560130,10.0,1
560210,10.0,1
560221,25.0,1
560229,20.0,1
560290,20.0,1
560311,25.0,2
560312,10.0,2
560313,10.0,2
560314,20.0,2
560391,22.5,2
560392,10.0,2
560393,20.0,2
560394,20.0,2
560410,10.0,1
560490,10.0,1
560500,25.0,1
560600,25.0,1
560741,10.0,1
560749,10.0,1
560750,10.0,1
560790,20.0,1
560819,20.0,1
560890,20.0,1
560900,25.0,1
570110,25.0,1
570190,21.666666666666668,3
570210,25.0,1
570231,20.0,1
570232,25.0,1
570241,20.0,1
570242,25.0,1
570291,25.0,1
570292,25.0,1
570299,25.0,1
570310,10.0,1
570320,10.0,1
570330,25.0,1
570390,10.0,1
570420,20.0,1
570490,20.0,1
570500,16.666666666666668,3
580110,25.0,1
580122,25.0,1
580126,10.0,1
580127,25.0,2
580131,25.0,1
580132,25.0,1
580133,25.0,1
580136,20.0,1
580137,20.0,2
580190,25.0,2
580230,25.0,1
580300,10.0,1
580410,20.0,3
580421,25.0,1
580429,25.0,1
580610,17.5,2
580620,25.0,1
580631,25.0,1
580632,20.0,1
580639,17.5,2
580640,20.0,1
580710,25.0,1
580790,20.0,1
580810,25.0,1
580890,25.0,1
580900,10.0,2
581010,25.0,1
581092,25.0,1
581099,25.0,1
581100,20.0,2
590110,18.333333333333332,3
590190,25.0,3
590210,25.0,3
590290,25.0,1
590310,18.333333333333332,3
590320,20.0,3
590390,16.666666666666668,3
590500,20.0,1
590610,22.5,2
590691,25.0,1
590699,17.5,2
590700,18.333333333333332,3
590800,10.0,1
590900,10.0,1
591000,20.0,1
591110,22.5,2
591120,20.0,1
591131,20.0,1
591132,20.0,1
591140,20.0,1
591190,10.0,1
600110,25.0,1
600121,25.0,1
600122,20.0,1
600191,25.0,1
600192,25.0,1
600199,25.0,1
600290,17.5,4
600320,25.0,1
600330,25.0,1
600390,10.0,1
600410,25.0,4
600490,25.0,4
600535,25.0,1
600536,20.0,1
600537,25.0,1
600538,25.0,1
600542,25.0,1
600543,25.0,1
600590,25.0,1
600610,25.0,1
600621,25.0,1
600622,25.0,1
600623,25.0,1
600624,25.0,1
600631,25.0,1
600632,25.0,1
600633,25.0,1
600634,25.0,1
600642,25.0,1
600643,25.0,1
600690,25.0,1
610120,25.0,1
610130,25.0,1
610190,25.0,1
610210,20.0,1
610220,25.0,1
610230,25.0,1
610322,20.0,1
610329,20.0,1
610331,25.0,1
610332,25.0,1
610333,25.0,1
610339,25.0,1
610341,25.0,1
610342,25.0,1
610343,25.0,1
610349,25.0,1
610422,25.0,1
610431,25.0,1
610432,25.0,1
610433,25.0,1
610439,25.0,1
610441,25.0,1
610442,25.0,1
610443,25.0,1
610444,25.0,1
610449,25.0,1
610451,25.0,1
610452,25.0,1
610453,25.0,1
610459,25.0,1
610461,25.0,1
610462,25.0,1
610463,25.0,1
610469,25.0,1
610510,25.0,1
610520,25.0,1
610590,25.0,1
610610,25.0,1
610620,25.0,1
610690,25.0,1
610711,25.0,1
610719,25.0,1
610799,25.0,2
610821,25.0,1
610822,25.0,1
610831,25.0,1
610832,25.0,1
610891,25.0,1
610892,25.0,1
610910,25.0,1
610990,25.0,2
611011,25.0,1
611012,20.0,1
611019,25.0,2
611020,25.0,1
611030,25.0,1
611090,25.0,2
611120,25.0,1
611130,25.0,1
611211,25.0,1
611212,25.0,1
611219,25.0,1
611241,25.0,1
611249,25.0,1
611300,25.0,1
611420,25.0,1
611430,25.0,1
611490,25.0,2
611510,20.0,1
611521,25.0,1
611522,25.0,1
611529,25.0,1
611530,25.0,1
611594,10.0,1
611595,25.0,1
611596,25.0,1
611610,25.0,1
611692,10.0,1
611693,25.0,1
611699,20.0,1
611710,25.0,4
611780,25.0,2
611790,25.0,1
620111,20.0,1
620112,20.0,1
620113,25.0,2
620119,25.0,1
620191,25.0,1
620192,25.0,2
620193,25.0,2
620199,25.0,1
620211,20.0,1
620212,20.0,1
620213,25.0,2
620219,25.0,1
620291,25.0,1
620292,25.0,1
620293,25.0,2
620299,25.0,1
620311,20.0,1
620319,25.0,1
620322,25.0,1
620323,25.0,1
620331,20.0,1
620332,25.0,1
620333,25.0,1
620339,25.0,2
620341,25.0,1
620342,25.0,1
620343,25.0,1
620349,25.0,1
620423,20.0,1
620431,20.0,1
620432,25.0,1
620433,25.0,1
620439,25.0,2
620441,25.0,1
620442,25.0,1
620443,25.0,1
620444,25.0,1
620449,25.0,2
620451,25.0,1
620452,25.0,1
620453,25.0,1
620459,25.0,2
620461,25.0,1
620462,25.0,1
620463,25.0,1
620469,25.0,1
620520,25.0,1
620530,25.0,1
620590,25.0,3
620610,25.0,1
620620,25.0,1
620630,25.0,1
620640,25.0,1
620711,25.0,1
620721,25.0,1
620791,25.0,1
620799,25.0,1
620811,25.0,1
620821,25.0,1
620822,25.0,1
620829,25.0,1
620891,25.0,1
620892,25.0,1
620899,25.0,1
620920,25.0,1
620930,25.0,1
621010,18.333333333333332,3
621020,25.0,1
621040,25.0,1
621050,25.0,1
621111,25.0,1
621112,25.0,1
621120,25.0,1
621132,22.5,2
621133,25.0,3
621139,25.0,2
621142,25.0,2
621143,25.0,2
621149,25.0,2
621210,25.0,2
621220,25.0,2
621230,25.0,2
621290,25.0,1
621320,25.0,1
621390,25.0,1
621410,20.0,1
621420,20.0,2
621430,25.0,1
621490,25.0,1
621510,25.0,1
621520,25.0,1
621590,25.0,1
621600,25.0,1
621710,25.0,2
621790,25.0,1
630110,10.0,1
630120,20.0,1
630130,25.0,1
630140,25.0,1
630190,25.0,1
630221,25.0,2
630222,22.5,2
630229,17.5,2
630231,23.333333333333332,3
630232,20.0,1
630239,17.5,2
630251,25.0,1
630253,25.0,1
630260,25.0,2
630291,25.0,1
630293,25.0,1
630312,20.0,1
630319,10.0,2
630391,25.0,1
630392,20.0,1
630399,25.0,1
630411,22.5,2
630419,25.0,1
630491,25.0,1
630492,22.5,2
630493,10.0,1
630499,10.0,2
630520,25.0,1
630532,25.0,1
630533,25.0,1
630539,20.0,1
630590,25.0,1
630612,25.0,1
630619,10.0,2
630622,25.0,1
630629,20.0,2
630630,10.0,1
630640,15.0,2
630690,20.0,1
630710,20.0,1
630720,10.0,1
630790,20.0,1
630800,20.0,1
631010,25.0,1
631090,25.0,1
640110,20.0,1
640192,20.0,1
640199,20.0,1
640212,25.0,1
640219,25.0,1
640220,25.0,1
640291,25.0,1
640299,25.0,2
640319,25.0,1
640340,10.0,1
640351,25.0,3
640359,25.0,1
640391,25.0,4
640399,25.0,1
640411,25.0,1
640419,25.0,2
640420,20.0,1
640520,25.0,1
640590,25.0,2
640610,25.0,1
640620,25.0,2
640690,20.0,3
650100,20.0,1
650400,20.0,1
650500,21.25,4
650610,20.0,1
650691,10.0,1
650699,18.333333333333332,3
650700,10.0,1
660110,10.0,1
660191,25.0,1
660199,25.0,1
660200,25.0,1
660320,25.0,1
660390,25.0,1
670100,10.0,1
670210,10.0,1
670290,20.0,3
670300,25.0,1
670411,20.0,1
670419,25.0,1
670420,10.0,1
670490,25.0,1
680221,25.0,1
680291,25.0,2
680292,15.0,2
680293,25.0,1
680299,25.0,2
680410,10.0,1
680421,20.0,2
680422,22.5,2
680423,20.0,2
680430,15.0,2
680510,10.0,1
680520,10.0,1
680530,10.0,1
680610,15.0,2
680620,10.0,1
680690,10.0,1
680710,25.0,1
680790,25.0,1
680800,25.0,1
680911,25.0,1
680919,20.0,1
680990,25.0,1
681011,10.0,1
681019,25.0,2
681091,10.0,1
681099,25.0,1
681140,17.5,2
681182,25.0,1
681189,25.0,1
681291,25.0,1
681292,10.0,1
681293,10.0,1
681299,10.0,1
681320,10.0,2
681381,25.0,1
681389,10.0,1
681410,25.0,1
681490,25.0,1
681510,10.0,1
681591,25.0,1
681599,17.0,5
690100,25.0,1
690210,10.0,1
690220,10.0,1
690290,25.0,1
690310,10.0,1
690320,20.0,1
690390,10.0,1
690490,20.0,1
690590,10.0,1
690600,20.0,1
690721,17.5,2
690722,25.0,2
690723,25.0,1
690740,25.0,1
690911,10.0,1
690912,20.0,1
690919,10.0,1
690990,10.0,1
691010,25.0,1
691090,25.0,1
691110,25.0,3
691190,25.0,1
691200,25.0,2
691310,25.0,1
691390,25.0,1
691410,20.0,1
691490,10.0,1
700100,10.0,1
700210,25.0,1
700220,17.5,2
700231,17.5,2
700232,20.0,1
700239,20.0,1
700312,25.0,1
700319,10.0,1
700330,10.0,1
700420,25.0,1
700490,10.0,1
700510,10.0,1
700521,20.0,1
700529,20.0,1
700530,25.0,1
700600,25.0,1
700711,10.0,2
700719,25.0,1
700721,10.0,2
700729,25.0,1
700800,17.5,2
700910,10.0,1
700991,10.0,1
700992,25.0,1
701010,25.0,1
701020,25.0,1
701090,21.25,4
701110,25.0,1
701120,10.0,1
701190,15.0,2
701310,25.0,1
701322,25.0,1
701328,25.0,1
701333,25.0,1
701337,25.0,1
701341,25.0,1
701342,10.0,1
701349,25.0,1
701391,25.0,1
701399,25.0,1
701400,25.0,2
701510,10.0,1
701590,25.0,2
701610,25.0,1
701690,17.5,2
701710,10.0,1
701720,10.0,1
701790,10.0,1
701810,25.0,1
701820,25.0,1
701890,20.0,1
701911,20.0,1
701912,25.0,1
701919,10.0,1
701931,10.0,1
701932,10.0,1
701939,10.0,2
701940,10.0,1
701951,10.0,1
701952,25.0,1
701959,10.0,1
701990,10.0,4
702000,13.75,4
710122,25.0,1
710221,25.0,1
710229,25.0,1
710231,25.0,1
710239,25.0,1
710310,25.0,1
710391,25.0,1
710399,25.0,2
710410,25.0,1
710420,17.5,2
710490,17.5,4
710510,10.0,1
710590,25.0,1
710610,16.25,4
710691,25.0,2
710692,22.5,2
710700,10.0,1
710811,10.0,1
710812,20.0,1
710813,25.0,1
710900,25.0,1
711011,25.0,1
711019,22.5,2
711021,25.0,1
711029,15.0,2
711031,25.0,1
711039,17.5,2
711041,25.0,1
711049,25.0,2
711100,25.0,1
711291,25.0,1
711292,17.5,2
711311,17.5,2
711319,18.333333333333332,6
711320,25.0,2
711411,10.0,1
711419,25.0,1
711510,10.0,1
711590,15.0,2
711610,25.0,1
711620,25.0,1
711711,25.0,1
711719,25.0,1
711790,25.0,1
711810,20.0,1
720150,25.0,1
720219,25.0,1
720221,25.0,1
720229,20.0,1
720249,25.0,1
720260,25.0,1
720291,25.0,1
720292,25.0,1
720299,15.0,3
720310,25.0,1
720390,20.0,1
720410,25.0,1
720421,25.0,1
720429,25.0,1
720430,25.0,1
720441,25.0,1
720449,25.0,1
720450,25.0,1
720510,25.0,1
720521,10.0,1
720529,20.0,1
720610,25.0,1
720690,10.0,1
720711,25.0,1
720719,25.0,1
720810,25.0,1
720825,25.0,1
720826,25.0,1
720827,25.0,2
720839,25.0,2
720840,20.0,1
720851,25.0,3
720852,25.0,1
720853,10.0,1
720854,25.0,2
720890,25.0,1
720915,25.0,1
720916,25.0,2
720917,25.0,2
720918,25.0,1
720925,10.0,1
720926,20.0,1
720927,25.0,1
720928,25.0,1
720990,25.0,1
721030,25.0,1
721049,25.0,1
721050,25.0,1
721061,25.0,1
721069,25.0,1
721070,25.0,2
721090,10.0,1
721113,10.0,1
721114,10.0,1
721119,10.0,1
721123,20.0,1
721129,25.0,1
721190,20.0,1
721210,20.0,1
721220,20.0,1
721230,20.0,1
721240,20.0,1
721250,10.0,1
721260,20.0,1
721420,25.0,1
721430,25.0,1
721491,20.0,1
721499,25.0,1
721510,25.0,1
721550,25.0,1
721590,25.0,1
721610,25.0,1
721621,25.0,1
721622,25.0,1
721631,25.0,1
721632,25.0,2
721633,25.0,2
721640,25.0,1
721650,25.0,1
721669,25.0,1
721691,25.0,1
721699,20.0,1
721710,25.0,1
721720,25.0,1
721730,25.0,2
721790,20.0,1
721810,20.0,1
721891,25.0,1
721899,25.0,1
721911,25.0,1
721912,25.0,1
721913,25.0,2
721914,25.0,1
721921,10.0,1
721922,25.0,1
721923,25.0,1
721924,18.333333333333332,3
721931,20.0,1
721932,25.0,1
721933,17.5,2
721934,25.0,1
721935,20.0,1
721990,10.0,1
722011,25.0,1
722012,10.0,1
722020,23.333333333333332,3
722090,10.0,1
722100,25.0,1
722211,20.0,1
722219,25.0,1
722220,10.0,1
722230,20.0,1
722240,20.0,1
722300,25.0,1
722410,25.0,1
722490,25.0,1
722511,25.0,1
722519,25.0,1
722530,25.0,1
722540,23.333333333333332,3
722550,25.0,1
722591,25.0,1
722592,25.0,1
722599,25.0,1
722611,10.0,1
722619,20.0,1
722620,25.0,1
722691,25.0,3
722692,20.0,1
722699,21.666666666666668,3
722790,25.0,1
722810,25.0,1
722820,25.0,1
722830,25.0,2
722840,25.0,1
722850,25.0,1
722860,25.0,1
722870,25.0,1
722920,25.0,1
722990,25.0,1
730110,25.0,1
730120,25.0,1
730210,25.0,1
730290,25.0,1
730300,25.0,1
730411,10.0,4
730419,25.0,3
730423,10.0,1
730424,25.0,1
730429,25.0,1
730431,17.5,2
730439,17.5,2
730441,22.5,2
730449,22.5,2
730451,25.0,1
730459,17.5,2
730490,20.0,1
730511,25.0,1
730531,25.0,1
730539,20.0,1
730619,25.0,1
730621,20.0,1
730629,20.0,1
730630,23.333333333333332,3
730640,10.0,1
730650,25.0,1
730661,20.0,1
730669,20.0,1
730690,20.0,1
730711,10.0,1
730719,10.0,1
730721,10.0,1
730722,10.0,1
730723,10.0,1
730729,10.0,1
730791,20.0,1
730792,20.0,1
730793,25.0,1
730799,10.0,1
730820,20.0,1
730830,25.0,1
730840,20.0,1
730890,25.0,1
730900,20.0,1
731010,25.0,1
731021,17.5,2
731029,15.0,2
731100,10.0,2
731210,25.0,1
731290,10.0,1
731300,10.0,1
731412,20.0,1
731414,25.0,1
731419,20.0,1
731420,20.0,1
731431,25.0,1
731439,10.0,1
731441,10.0,1
731442,10.0,1
731449,25.0,1
731450,25.0,1
731511,25.0,1
731512,10.0,1
731519,20.0,1
731520,20.0,1
731581,25.0,1
731582,25.0,1
731589,25.0,1
731590,25.0,1
731600,20.0,1
731700,10.0,1
731811,10.0,1
731812,25.0,1
731813,10.0,1
731814,20.0,1
731815,15.0,2
731816,10.0,1
731819,10.0,1
731821,20.0,1
731822,10.0,1
731823,20.0,1
731824,10.0,1
731829,10.0,1
731940,17.5,2
731990,10.0,1
732010,22.5,2
732020,15.0,2
732090,22.5,2
732111,25.0,1
732119,10.0,1
732181,20.0,1
732182,10.0,1
732189,25.0,1
732190,25.0,1
732219,25.0,1
732290,10.0,1
732310,20.0,1
732391,20.0,1
732392,25.0,1
732393,25.0,1
732394,25.0,1
732399,25.0,1
732410,20.0,1
732421,25.0,1
732429,25.0,1
732490,10.0,1
732510,22.5,2
732599,17.5,2
732611,10.0,1
732619,15.0,2
732620,15.0,2
732690,20.0,3
740200,25.0,1
740311,25.0,2
740313,25.0,1
740319,20.0,1
740321,25.0,1
740322,20.0,1
740329,20.0,1
740400,25.0,1
740500,25.0,1
740610,10.0,5
740620,17.5,2
740710,25.0,1
740721,25.0,3
740729,10.0,1
740811,25.0,1
740819,25.0,1
740821,20.0,1
740822,17.5,2
740829,10.0,1
740911,17.5,2
740919,25.0,1
740921,25.0,1
740929,25.0,1
740931,25.0,1
740939,25.0,1
740940,25.0,1
740990,20.0,1
741011,25.0,1
741012,20.0,2
741021,25.0,2
741022,25.0,2
741110,23.75,4
741121,25.0,2
741122,10.0,1
741129,20.0,1
741210,20.0,1
741220,22.5,2
741300,25.0,1
741510,10.0,1
741521,20.0,1
741529,20.0,1
741533,20.0,1
741539,10.0,1
741810,17.5,2
741820,25.0,1
741910,25.0,1
741991,15.0,2
741999,20.0,5
750120,25.0,1
750210,25.0,2
750300,25.0,1
750400,17.5,2
750511,10.0,1
750512,10.0,1
750521,20.0,1
750522,10.0,1
750610,20.0,1
750620,10.0,1
750712,10.0,1
750720,10.0,1
750810,20.0,3
750890,15.0,3
760110,25.0,2
760120,25.0,1
760200,25.0,1
760310,10.0,1
760320,25.0,1
760410,22.5,2
760421,10.0,1
760429,15.0,2
760511,25.0,1
760519,25.0,1
760521,10.0,1
760529,10.0,1
760611,21.25,4
760612,21.0,5
760691,25.0,1
760692,20.0,1
760711,20.0,3
760719,25.0,1
760720,20.0,1
760810,25.0,1
760820,20.0,3
760900,10.0,1
761010,20.0,1
761090,20.0,1
761100,10.0,1
761210,25.0,1
761290,17.5,2
761300,10.0,2
761410,10.0,1
761490,20.0,1
761510,25.0,1
761520,10.0,1
761610,10.0,1
761691,10.0,1
761699,10.0,2
780191,25.0,1
780199,25.0,1
780411,10.0,1
780419,25.0,1
780420,10.0,1
780600,10.0,2
790111,25.0,1
790112,20.0,1
790120,25.0,1
790200,25.0,1
790310,25.0,1
790390,10.0,1
790400,25.0,1
790500,10.0,1
790700,17.5,2
800110,25.0,1
800120,20.0,4
800200,25.0,1
800300,25.0,1
800700,20.0,4
810110,20.0,1
810194,20.0,1
810196,20.0,1
810197,25.0,1
810199,10.0,2
810210,10.0,1
810294,25.0,1
810295,25.0,1
810296,25.0,1
810299,10.0,1
810320,18.333333333333332,3
810330,25.0,1
810390,10.0,2
810411,25.0,1
810419,10.0,1
810420,25.0,1
810430,25.0,1
810490,17.5,2
810520,25.0,1
810590,10.0,1
810600,17.5,2
810720,25.0,1
810790,10.0,1
810820,18.333333333333332,3
810830,25.0,1
810890,13.333333333333334,6
810920,20.0,1
810930,25.0,1
810990,10.0,1
811010,25.0,2
811090,10.0,1
811100,17.5,2
811212,25.0,1
811219,10.0,1
811221,10.0,1
811229,20.0,1
811259,10.0,1
811292,25.0,5
811299,16.0,5
811300,25.0,2
820110,20.0,1
820130,25.0,1
