sector,year,exports,imports,base_imports,base_exports,base_total,total_trade,trade_change,trade_asymmetry
69,2019,180434319,2743398641,2585085400,106410354,2691495754,2923832960,0.08632270946543726,0.06577036100529292
69,2020,174382146,2090952466,2585085400,106410354,2691495754,2265334612,-0.15833617473356787,0.08339842671488067
69,2021,222956599,2935268348,2585085400,106410354,2691495754,3158224947,0.17340885353668664,0.07595782482781026
70,2015,342682621,3067680902,3116700432.6666665,369342810,3486043242.6666665,3410363523,-0.02170934621246262,0.11170738807174671
70,2016,341049172,3057266909,3116700432.6666665,369342810,3486043242.6666665,3398316081,-0.02516525342914541,0.11155361378361094
70,2017,424296637,3225153487,3116700432.6666665,369342810,3486043242.6666665,3649450124,0.046874599641608165,0.13155858743165608
70,2018,446709116,3682540114,3116700432.6666665,369342810,3486043242.6666665,4129249230,0.1845088952027198,0.12130461642542205
70,2019,358434462,3025118990,3116700432.6666665,369342810,3486043242.6666665,3383553452,-0.0294000342314361,0.11848607052643573
70,2020,388955734,2557410429,3116700432.6666665,369342810,3486043242.6666665,2946366163,-0.1548107817658159,0.152089680087873
70,2021,482887904,3379434867,3116700432.6666665,369342810,3486043242.6666665,3862322771,0.10793885851097376,0.14289013489071042
71,2015,628664875,3325262030,3112958839.3333335,800610164,3913569003.3333335,3953926905,0.010312301030668469,0.18905724400912852
71,2016,593982468,3056423794,3112958839.3333335,800610164,3913569003.3333335,3650406262,-0.06724366968084322,0.19433904066773536
71,2017,1179183149,2957190694,3112958839.3333335,800610164,3913569003.3333335,4136373843,0.056931368650174626,0.39875113613488194
71,2018,1658092267,3137377457,3112958839.3333335,800610164,3913569003.3333335,4795469724,0.22534436467467894,0.5284962647068577
71,2019,1179625828,2704622031,3112958839.3333335,800610164,3913569003.3333335,3884247859,-0.0074921751241282765,0.43615182250210693
71,2020,2873147177,1320894751,3112958839.3333335,800610164,3913569003.3333335,4194041928,0.07166678917064634,2.1751522404225225
71,2021,3519966465,1943567477,3112958839.3333335,800610164,3913569003.3333335,5463533942,0.3960489612797176,1.811085288601997
72,2015,895978050,2012113825,1125322941,941824565.3333334,2067147506.3333333,2908091875,0.40681391438694076,0.4452919307385605
72,2016,861656330,682438570,1125322941,941824565.3333334,2067147506.3333333,1544094900,-0.2530310994889349,1.2626137617045883
72,2017,1067839316,681416428,1125322941,941824565.3333334,2067147506.3333333,1749255744,-0.1537828148980058,1.567087719229452
72,2018,557874959,697393169,1125322941,941824565.3333334,2067147506.3333333,1255268128,-0.3927534807486619,0.7999432512365202
72,2019,258977167,536866314,1125322941,941824565.3333334,2067147506.3333333,795843481,-0.6150040195188334,0.4823866952471896
72,2020,443665609,340912683,1125322941,941824565.3333334,2067147506.3333333,784578292,-0.6204536494874185,1.30140540708484
72,2021,341171680,599922796,1125322941,941824565.3333334,2067147506.3333333,941094476,-0.5447376284872406,0.5686926422445864
73,2015,765135023,11352886045,11726885767.666666,710685780.3333334,12437571548,12118021068,-0.025692353106614666,0.06739564018939291
73,2016,658504864,11346991599,11726885767.666666,710685780.3333334,12437571548,12005496463,-0.03473950548404917,0.058033431879691656
73,2017,708417454,12480779659,11726885767.666666,710685780.3333334,12437571548,13189197113,0.06043185859066384,0.05676067307935798
73,2018,723703836,14185257279,11726885767.666666,710685780.3333334,12437571548,14908961115,0.19870354574140375,0.05101802679824345
73,2019,598526773,11894238169,11726885767.666666,710685780.3333334,12437571548,12492764942,0.0044376342911470745,0.050320732147431074
73,2020,579997874,11577858873,11726885767.666666,710685780.3333334,12437571548,12157856747,-0.022489502868024026,0.050095434774436294
73,2021,719354468,15399300317,11726885767.666666,710685780.3333334,12437571548,16118654785,0.29596478884914873,0.046713451468043087
74,2015,1836924155,554554382,544767023.3333334,1823578696.6666667,2368345720,2391478537,0.009767500075960193,3.3124328553227445
74,2016,1697605027,522557341,544767023.3333334,1823578696.6666667,2368345720,2220162368,-0.06256829429446643,3.2486483181948067
74,2017,1936206908,557189347,544767023.3333334,1823578696.6666667,2368345720,2493396255,0.05280079421850624,3.4749532065263984
74,2018,1570765508,653655705,544767023.3333334,1823578696.6666667,2368345720,2224421213,-0.06077005809776792,2.4030471943941802
74,2019,545340551,495307573,544767023.3333334,1823578696.6666667,2368345720,1040648124,-0.5606012605288049,1.1010139572406659
74,2020,649254494,395145312,544767023.3333334,1823578696.6666667,2368345720,1044399806,-0.5590171666322432,1.6430778103220924
74,2021,1602490589,587532184,544767023.3333334,1823578696.6666667,2368345720,2190022773,-0.07529430584990776,2.727494140133777
75,2015,232272328,44822722,46047424,220426292,266473716,277095050,0.039858842963709035,5.1820219218279515
75,2016,199221939,39065230,46047424,220426292,266473716,238287169,-0.10577608712448022,5.0997252288032096
75,2017,229784609,54254320,46047424,220426292,266473716,284038929,0.06591724416077119,4.235323730902903
75,2018,274796746,67497448,46047424,220426292,266473716,342294194,0.2845326703816447,4.071216825856883
75,2019,316568055,40452289,46047424,220426292,266473716,357020344,0.3397957192896278,7.825714263042074
75,2020,287206828,31753035,46047424,220426292,266473716,318959863,0.19696556864167422,9.045019728035445
75,2021,401315486,27117747,46047424,220426292,266473716,428433233,0.6077879628473376,14.798998087857372
76,2015,1640726245,3133644642,3245296141.3333335,1463870538.3333333,4709166679.666667,4774370887,0.013846230505043074,0.5235840155611365
76,2016,1239334093,3060698857,3245296141.3333335,1463870538.3333333,4709166679.666667,4300032950,-0.0868802821172656,0.4049186642996809
76,2017,1511551277,3541544925,3245296141.3333335,1463870538.3333333,4709166679.666667,5053096202,0.07303405161222233,0.4268056198665897
76,2018,1009734242,2998424634,3245296141.3333335,1463870538.3333333,4709166679.666667,4008158876,-0.1488602658074288,0.33675491808276015
76,2019,675286526,2500059622,3245296141.3333335,1463870538.3333333,4709166679.666667,3175346148,-0.3257095439601719,0.27010816864430764
76,2020,405228665,2540644958,3245296141.3333335,1463870538.3333333,4709166679.666667,2945873623,-0.37443844667470544,0.15949834459317633
76,2021,230857300,3660743107,3245296141.3333335,1463870538.3333333,4709166679.666667,3891600407,-0.17361166598684452,0.06306296105797735
78,2015,3133730,6423720,5652592,2825593,8478185,9557450,0.1272990622403262,0.48783726563424307
78,2016,2875045,5860165,5652592,2825593,8478185,8735210,0.03031604052046517,0.49060819959847546
78,2017,2468004,4673891,5652592,2825593,8478185,7141895,-0.15761510276079138,0.528040555502899
78,2018,81387653,5034977,5652592,2825593,8478185,86422630,9.193529629277965,16.1644537800272
78,2019,4686768,8347213,5652592,2825593,8478185,13033981,0.53735510607518,0.5614769863905473
78,2020,1053416,12100089,5652592,2825593,8478185,13153505,0.5514529347967755,0.08705853320583014
78,2021,1344801,58219877,5652592,2825593,8478185,59564678,6.0256402756014404,0.02309865752550456
79,2015,58120559,120285568,129031747,60678756.333333336,189710503.33333334,178406127,-0.05958750904514148,0.48318813276086453
79,2016,71580201,124825015,129031747,60678756.333333336,189710503.33333334,196405216,0.03528909864786782,0.5734443612924861
79,2017,52335509,141984658,129031747,60678756.333333336,189710503.33333334,194320167,0.024298410397273505,0.3685997468825118
79,2018,37040162,141919256,129031747,60678756.333333336,189710503.33333334,178959418,-0.05667100737402508,0.2609946179537469
79,2019,32051349,136199832,129031747,60678756.333333336,189710503.33333334,168251181,-0.11311615306627466,0.23532590700992936
79,2020,24437374,115235578,129031747,60678756.333333336,189710503.33333334,139672952,-0.2637574117096416,0.2120644893194357
79,2021,21696688,147695348,129031747,60678756.333333336,189710503.33333334,169392036,-0.10710249024869493,0.14690163430198222
80,2015,3928046,49036356,34793007,5994271.333333333,40787278.333333336,52964402,0.2985520035720287,0.08010476961216287
80,2016,7103653,23723567,34793007,5994271.333333333,40787278.333333336,30827220,-0.24419521822306772,0.2994344400232899
80,2017,6951115,31619098,34793007,5994271.333333333,40787278.333333336,38570213,-0.05435678534896119,0.21983913013584386
80,2018,7774857,52283308,34793007,5994271.333333333,40787278.333333336,60058165,0.47247297329269367,0.1487062945596327
80,2019,6443006,50235494,34793007,5994271.333333333,40787278.333333336,56678500,0.3896122103758904,0.12825604939806107
80,2020,7550707,18966930,34793007,5994271.333333333,40787278.333333336,26517637,-0.34985519790545805,0.39809853255112976
80,2021,10245798,78399082,34793007,5994271.333333333,40787278.333333336,88644880,1.1733462888980046,0.13068772922621721
81,2015,164694658,493635129,429213202,147472327.33333334,576685529.3333334,658329787,0.1415750066783364,0.3336364215683686
81,2016,134385311,351489858,429213202,147472327.33333334,576685529.3333334,485875169,-0.15746946249598634,0.38233055077225014
81,2017,143337013,442514619,429213202,147472327.33333334,576685529.3333334,585851632,0.015894455817649752,0.32391475184235663
81,2018,174320741,600739549,429213202,147472327.33333334,576685529.3333334,775060290,0.3439912232512477,0.2901769016043257
81,2019,220096879,490230266,429213202,147472327.33333334,576685529.3333334,710327145,0.23174088626978476,0.44896632106349793
81,2020,212494901,365105179,429213202,147472327.33333334,576685529.3333334,577600080,0.0015858741378925812,0.5820100979723435
81,2021,239300889,421980128,429213202,147472327.33333334,576685529.3333334,661281017,0.14669257916782075,0.5670904223243423
82,2015,192681325,3828221144,3762867598.6666665,186102253.66666666,3948969852.3333335,4020902469,0.018215539585384168,0.05033181672432662
82,2016,179896407,3613016853,3762867598.6666665,186102253.66666666,3948969852.3333335,3792913260,-0.03951830430944519,0.04979118955690075
82,2017,185729029,3847364799,3762867598.6666665,186102253.66666666,3948969852.3333335,4033093828,0.021302764724060896,0.0482743484704841
82,2018,194012540,4474124937,3762867598.6666665,186102253.66666666,3948969852.3333335,4668137477,0.18211524816826113,0.043363236997599294
82,2019,176216280,4046155342,3762867598.6666665,186102253.66666666,3948969852.3333335,4222371622,0.06923369382147124,0.04355153599043405
82,2020,144296452,4016679072,3762867598.6666665,186102253.66666666,3948969852.3333335,4160975524,0.05368632316638184,0.03592431693283162
82,2021,180522167,4429910283,3762867598.6666665,186102253.66666666,3948969852.3333335,4610432450,0.16750256963238835,0.04075075012077846
83,2015,167896608,5065408970,5114688822.333333,181285300.66666666,5295974123,5233305578,-0.011833242297736205,0.03314571616909345
83,2016,187407794,5013995802,5114688822.333333,181285300.66666666,5295974123,5201403596,-0.017857059872949083,0.03737693476433429
83,2017,188551500,5264661695,5114688822.333333,181285300.66666666,5295974123,5453213195,0.029690302170685284,0.03581455199278479
83,2018,189072559,6019863952,5114688822.333333,181285300.66666666,5295974123,6208936511,0.17238800016697137,0.03140811162969618
83,2019,195197927,5512968979,5114688822.333333,181285300.66666666,5295974123,5708166906,0.07783134385228188,0.035407042510768316
83,2020,182118100,5163269640,5114688822.333333,181285300.66666666,5295974123,5345387740,0.009330411337434702,0.03527185537418495
83,2021,212791823,6442033094,5114688822.333333,181285300.66666666,5295974123,6654824917,0.2565818416858605,0.033031780479083644
84,2015,12248131308,107032107525,106429138581,12176046464,118605185045,119280238833,0.005691604357295829,0.11443417859579329
84,2016,11387270459,100047876202,106429138581,12176046464,118605185045,111435146661,-0.06045299268560321,0.1138182127525498
84,2017,12892737625,112207432016,106429138581,12176046464,118605185045,125100169641,0.05476138832830738,0.11490092405966108
84,2018,14199748222,119566688800,106429138581,12176046464,118605185045,133766437022,0.12782958832067645,0.11876006908372293
84,2019,12771946385,94616690227,106429138581,12176046464,118605185045,107388636612,-0.09457047285701994,0.1349861885292979
84,2020,13809286565,100437549028,106429138581,12176046464,118605185045,114246835593,-0.036746702518497806,0.13749127391738963
84,2021,16728715438,115635822543,106429138581,12176046464,118605185045,132364537981,0.11600970843542432,0.14466724125890407
85,2015,12760674037,136006203900,139237499153,12422985626.333334,151660484779.33334,148766877937,-0.01907950410776778,0.09382420559566843
85,2016,12378442041,131696596195,139237499153,12422985626.333334,151660484779.33334,144075038236,-0.05001597188859182,0.09399211823722108
85,2017,12129840801,150009697364,139237499153,12422985626.333334,151660484779.33334,162139538165,0.0690954759963594,0.08086037778988929
85,2018,12879899567,155951060194,139237499153,12422985626.333334,151660484779.33334,168830959761,0.11321653762777939,0.08258936842736217
85,2019,14428079687,128714774073,139237499153,12422985626.333334,151660484779.33334,143142853760,-0.056162493689285865,0.11209342354761218
85,2020,17043664603,114462936371,139237499153,12422985626.333334,151660484779.33334,131506600974,-0.13288816684621133,0.1489011652449459
85,2021,19356989300,135123701673,139237499153,12422985626.333334,151660484779.33334,154480690973,0.01859552406000857,0.14325384118653
86,2015,66445934,1139045370,809403162,56281191,865684353,1205491304,0.3925298520441203,0.05833475623539034
86,2016,62985538,683758535,809403162,56281191,865684353,746744073,-0.13739451289354654,0.09211663880729475
86,2017,39412101,605405581,809403162,56281191,865684353,644817682,-0.25513533915057374,0.06510032651978476
86,2018,38686744,833688448,809403162,56281191,865684353,872375192,0.007728959148693312,0.046404318175223176
86,2019,41076455,669779284,809403162,56281191,865684353,710855739,-0.17885111757356667,0.06132834499551348
86,2020,19197610,459861966,809403162,56281191,865684353,479059576,-0.4466117189945329,0.04174646180675877
86,2021,57596374,963285714,809403162,56281191,865684353,1020882088,0.17927750970913067,0.05979157913682087
87,2015,10868228935,13895361257,14584483944.666666,11599110965.666666,26183594910.333332,24763590192,-0.05423261103741444,0.7821479941390487
87,2016,11066438487,14318414455,14584483944.666666,11599110965.666666,26183594910.333332,25384852942,-0.030505435600751266,0.7728815590427047
87,2017,12862665475,15539676122,14584483944.666666,11599110965.666666,26183594910.333332,28402341597,0.08473804663816585,0.8277306022350058
87,2018,9381113574,18726225533,14584483944.666666,11599110965.666666,26183594910.333332,28107339107,0.07347135499363626,0.5009612619194551
87,2019,9134514793,14907330216,14584483944.666666,11599110965.666666,26183594910.333332,24041845009,-0.081797396754259,0.6127532335197048
87,2020,8191461497,13633280428,14584483944.666666,11599110965.666666,26183594910.333332,21824741925,-0.16647267116148037,0.6008430282249895
87,2021,8481690005,17348304284,14584483944.666666,11599110965.666666,26183594910.333332,25829994289,-0.013504662844970303,0.4889059971597625
88,2015,15440943511,497445279,497260365.6666667,15428160103,15925420468.666666,15938388790,8.143157889519588e-4,31.04048658787251
88,2016,14577967440,476651839,497260365.6666667,15428160103,15925420468.666666,15054619279,-0.05467994966788922,30.58409985490479
88,2017,16265569358,517683979,497260365.6666667,15428160103,15925420468.666666,16783253337,0.05386563387893738,31.419881661047114
88,2018,18221912448,558401098,497260365.6666667,15428160103,15925420468.666666,18780313546,0.1792664176716934,32.632300533191284
88,2019,10459963660,567495939,497260365.6666667,15428160103,15925420468.666666,11027459599,-0.3075561414094796,18.431785923317417
88,2020,4399225916,259334009,497260365.6666667,15428160103,15925420468.666666,4658559925,-0.7074764880358584,16.96355188030892
88,2021,4717192311,217985623,497260365.6666667,15428160103,15925420468.666666,4935177934,-0.6901068989851801,21.639923982509618
89,2015,23849141,126626374,150303709.33333334,25977517,176281226.33333334,150475515,-0.14638944753275576,0.1883426038875598
89,2016,28852163,178525797,150303709.33333334,25977517,176281226.33333334,207377960,0.17640411468357545,0.16161341097387735
89,2017,25231247,145758957,150303709.33333334,25977517,176281226.33333334,170990204,-0.030014667150819872,0.17310254902551203
89,2018,21578974,152969158,150303709.33333334,25977517,176281226.33333334,174548132,-0.009831417499082994,0.14106748237445355
89,2019,12843234,175186346,150303709.33333334,25977517,176281226.33333334,188029580,0.06664551813618248,0.07331184360680712
89,2020,10693581,153332142,150303709.33333334,25977517,176281226.33333334,164025723,-0.06952245334485699,0.06974128751165558
89,2021,26997256,178180543,150303709.33333334,25977517,176281226.33333334,205177799,0.16392314296716776,0.1515162965913736
90,2015,7922584119,11401514823,11779214348.666666,8336000667,20115215015.666668,19324098942,-0.03932923774617919,0.6948711852760093
90,2016,8267046224,11589670793,11779214348.666666,8336000667,20115215015.666668,19856717017,-0.012850869278073222,0.7133115661053272
90,2017,8818371658,12346457430,11779214348.666666,8336000667,20115215015.666668,21164829088,0.05218010702425222,0.7142430699653739
90,2018,9788078231,13040020292,11779214348.666666,8336000667,20115215015.666668,22828098523,0.13486723881501697,0.7506183281789022
90,2019,9753721930,11638777087,11779214348.666666,8336000667,20115215015.666668,21392499017,0.063498401599909507,0.838036664598936
90,2020,9506850220,12631597213,11779214348.666666,8336000667,20115215015.666668,22138447433,0.100582191925741,0.7526245540996099
90,2021,10754262111,14107908433,11779214348.666666,8336000667,20115215015.666668,24862170544,0.23598830659459427,0.7622860725296855
91,2015,21262955,1226010046,965289794.3333334,16100731.333333334,981390525.6666666,1247273001,0.2709242328916078,0.017343214331214378
91,2016,15504365,864745037,965289794.3333334,16100731.333333334,981390525.6666666,880249402,-0.10305899743423814,0.017929406167843668
91,2017,11534874,805114300,965289794.3333334,16100731.333333334,981390525.6666666,816649174,-0.1678652354573695,0.014327001768568761
91,2018,12476335,691606607,965289794.3333334,16100731.333333334,981390525.6666666,704082942,-0.282565988171008,0.018039641139518496
91,2019,8322035,613430716,965289794.3333334,16100731.333333334,981390525.6666666,621752751,-0.36645735337862745,0.01356638130914853
91,2020,7866978,468661182,965289794.3333334,16100731.333333334,981390525.6666666,476528160,-0.5144357444491422,0.016786066997116905
91,2021,13444074,612662780,965289794.3333334,16100731.333333334,981390525.6666666,626106854,-0.36202068633719436,0.021943676748243136
92,2015,22692683,557311992,559197802,26938774.666666668,586136576.6666666,580004675,-0.010461557784942354,0.04071809565511736
92,2016,23109041,555439554,559197802,26938774.666666668,586136576.6666666,578548595,-0.012945756959613664,0.041604961032357446
92,2017,35014600,564841860,559197802,26938774.666666668,586136576.6666666,599856460,0.02340731474455622,0.06199009400613474
92,2018,32885237,599472250,559197802,26938774.666666668,586136576.6666666,632357487,0.078856894746595907,0.054856979618322615
92,2019,29154012,632485867,559197802,26938774.666666668,586136576.6666666,661639879,0.12881520338266106,0.04609432956705102
92,2020,24869031,547229507,559197802,26938774.666666668,586136576.6666666,572098538,-0.02395011542616969,0.045445339993334825
92,2021,42369570,664770752,559197802,26938774.666666668,586136576.6666666,707140322,0.2064429181701583,0.06373561091929628
93,2015,1592503,193596646,168553495,1176497.6666666667,169729992.66666666,195189149,0.14999798169633266,0.008225881144655781
93,2016,346244,159390447,168553495,1176497.6666666667,169729992.66666666,159736691,-0.058877641539127015,0.00217230082804147
93,2017,1590746,152673392,168553495,1176497.6666666667,169729992.66666666,154264138,-0.09112034015720548,0.010419274630382221
93,2018,934007,160208155,168553495,1176497.6666666667,169729992.66666666,161142162,-0.05059701312503046,0.005829959155325146
93,2019,952503,144180398,168553495,1176497.6666666667,169729992.66666666,145132901,-0.14491894614626522,0.006606327997513226
93,2020,1096413,195590878,168553495,1176497.6666666667,169729992.66666666,196687291,0.15882460082511685,0.005605644860390677
93,2021,1770530,329733257,168553495,1176497.6666666667,169729992.66666666,331503787,0.9531243817999892,0.005369582723043311
94,2015,314639121,30844956486,32447200480.666668,294043937.3333333,32741244418,31159595607,-0.048307535010198466,0.010200666716544383
94,2016,286389581,31664815018,32447200480.666668,294043937.3333333,32741244418,31951204599,-0.024129804258926198,0.009044410360117392
94,2017,281103110,34831829938,32447200480.666668,294043937.3333333,32741244418,35112933048,0.07243733926912466,0.008070294052892375
94,2018,291027820,38064192580,32447200480.666668,294043937.3333333,32741244418,38355220400,0.17146495442652238,0.007645711107318068
94,2019,227107118,29180346153,32447200480.666668,294043937.3333333,32741244418,29407453271,-0.1018223713319582,0.0077828795042121654
94,2020,162993286,25304234954,32447200480.666668,294043937.3333333,32741244418,25467228240,-0.22216675961164745,0.006441344158252634
94,2021,169721881,31446804124,32447200480.666668,294043937.3333333,32741244418,31616526005,-0.03435173076016832,0.005397110635814001
95,2015,160206404,25765227509,25804714777,177541049.33333334,25982255826.333332,25925433913,-0.0021869507294952567,0.006217930889375559
95,2016,182011147,24925104170,25804714777,177541049.33333334,25982255826.333332,25107115317,-0.03368223741551981,0.007302322419942769
95,2017,190405597,26723812652,25804714777,177541049.33333334,25982255826.333332,26914218249,0.03586918814501521,0.0071249413202928635
95,2018,195538230,27925686610,25804714777,177541049.33333334,25982255826.333332,28121224840,0.08232422265270735,0.007002092114361087
95,2019,200136554,26782858712,25804714777,177541049.33333334,25982255826.333332,26982995266,0.038516264575164653,0.007472561318121328
95,2020,129954185,27845613734,25804714777,177541049.33333334,25982255826.333332,27975567919,0.07671820745627568,0.004666953518834587
95,2021,111708437,40420476130,25804714777,177541049.33333334,25982255826.333332,40532184567,0.5599948225403946,0.002763659602641103
96,2015,54778354,3189747366,3297899461.6666665,68334761,3366234222.6666665,3244525720,-0.036155684547182626,0.017173257852296005
96,2016,81392996,3462420140,3297899461.6666665,68334761,3366234222.6666665,3543813136,0.052752987934588484,0.023507544638993464
96,2017,68832933,3241530879,3297899461.6666665,68334761,3366234222.6666665,3310363812,-0.016597303387405716,0.021234699149691488
96,2018,72262705,3579077980,3297899461.6666665,68334761,3366234222.6666665,3651340685,0.08469596690971717,0.020190313092870917
96,2019,62275310,3625527628,3297899461.6666665,68334761,3366234222.6666665,3687802938,0.09552773041401524,0.017176895721066066
96,2020,67475504,3442686885,3297899461.6666665,68334761,3366234222.6666665,3510162389,0.04275643250377163,0.019599663360032812
96,2021,77894103,4204912636,3297899461.6666665,68334761,3366234222.6666665,4282806739,0.27228423683698466,0.018524547295731258
97,2015,101272167,407537757,341578610,92571567.33333333,434150177.3333333,508809924,0.17196755999328814,0.24849763061340105
97,2016,83671628,332110071,341578610,92571567.33333333,434150177.3333333,415781699,-0.04230904256715367,0.2519394481114666
97,2017,92770907,285088002,341578610,92571567.33333333,434150177.3333333,377858909,-0.12965851742613435,0.325411474173508
97,2018,109557547,290374550,341578610,92571567.33333333,434150177.3333333,399932097,-0.07881623023514565,0.3772973457901183
97,2019,189283364,325060714,341578610,92571567.33333333,434150177.3333333,514344078,0.18471465601888984,0.582301569669228
97,2020,94981775,134775323,341578610,92571567.33333333,434150177.3333333,229757098,-0.4707888882800195,0.7047415868556294
97,2021,187240807,148409004,341578610,92571567.33333333,434150177.3333333,335649811,-0.226880861683275,1.2616539559823472
99,2015,955116162,5604894903,5784194392.333333,1050236817.3333334,6834431209.666667,6560011065,-0.040152594451243466,0.1704075060334811
99,2016,1023233179,5503785713,5784194392.333333,1050236817.3333334,6834431209.666667,6527018892,-0.04497994174436358,0.1859144291506685
99,2017,1172361111,6243902561,5784194392.333333,1050236817.3333334,6834431209.666667,7416263672,0.0851325361956069,0.18776095551565414
99,2018,1140057334,7038292938,5784194392.333333,1050236817.3333334,6834431209.666667,8178350272,0.1966394892427163,0.16197923900620687
99,2019,1153516479,8590536544,5784194392.333333,1050236817.3333334,6834431209.666667,9744053023,0.4257299143223424,0.1342775824410718
99,2020,1211565198,9802363515,5784194392.333333,1050236817.3333334,6834431209.666667,11013928713,0.6115355287242957,0.12359929277729913
99,2021,1339142449,9951382100,5784194392.333333,1050236817.3333334,6834431209.666667,11290524549,0.6520064658827209,0.13456848863234785
