hs06,us_tariff_2019,us_tariff_2020
520790,25.0,25.0
520811,25.0,25.0
520812,25.0,25.0
520813,25.0,25.0
520819,25.0,25.0
520821,25.0,25.0
520822,25.0,25.0
520823,25.0,25.0
520829,25.0,25.0
520831,25.0,25.0
520832,25.0,25.0
520833,25.0,25.0
520839,25.0,25.0
520841,25.0,25.0
520842,25.0,25.0
520843,25.0,25.0
520849,25.0,25.0
520851,25.0,25.0
520852,25.0,25.0
520859,25.0,25.0
520911,25.0,25.0
520912,25.0,25.0
520919,25.0,25.0
520921,25.0,25.0
520922,25.0,25.0
520929,25.0,25.0
520931,25.0,25.0
520932,25.0,25.0
520939,25.0,25.0
520941,25.0,25.0
520942,25.0,25.0
520943,25.0,25.0
520949,25.0,25.0
520951,25.0,25.0
520952,25.0,25.0
520959,25.0,25.0
521011,17.083332,12.708332
521019,20.0,20.0
521021,25.0,25.0
521029,25.0,25.0
521031,25.0,25.0
521032,25.0,25.0
521039,25.0,25.0
521041,25.0,25.0
521049,25.0,25.0
521051,25.0,25.0
521059,25.0,25.0
521111,25.0,25.0
521112,25.0,25.0
521119,25.0,25.0
521120,25.0,25.0
521131,25.0,25.0
521132,25.0,25.0
521139,25.0,25.0
521141,25.0,25.0
521142,25.0,25.0
521143,25.0,25.0
521149,25.0,25.0
521151,25.0,25.0
521152,25.0,25.0
521159,25.0,25.0
521211,25.0,25.0
521212,25.0,25.0
521213,25.0,25.0
521214,25.0,25.0
521215,25.0,25.0
521221,25.0,25.0
521222,25.0,25.0
521223,25.0,25.0
521224,25.0,25.0
521225,25.0,25.0
530110,25.0,25.0
530121,25.0,25.0
530129,25.0,25.0
530130,25.0,25.0
530210,25.0,25.0
530290,25.0,25.0
530310,25.0,25.0
530390,25.0,25.0
530500,25.0,25.0
530610,25.0,25.0
530620,25.0,25.0
530710,25.0,25.0
530720,25.0,25.0
530810,25.0,25.0
530820,25.0,25.0
530890,20.0,16.25
530911,25.0,25.0
530919,25.0,25.0
530921,25.0,25.0
530929,25.0,25.0
531010,25.0,25.0
531090,25.0,25.0
531100,25.0,25.0
540110,25.0,25.0
540120,25.0,25.0
540211,25.0,25.0
540219,25.0,25.0
540220,12.5,12.5
540231,25.0,25.0
540232,25.0,25.0
540233,25.0,25.0
540234,25.0,25.0
540239,25.0,25.0
540244,25.0,25.0
540245,25.0,25.0
540246,25.0,25.0
540247,25.0,25.0
540248,25.0,25.0
540249,25.0,25.0
540251,25.0,25.0
540252,25.0,25.0
540253,25.0,25.0
540259,25.0,25.0
540261,25.0,25.0
540262,25.0,25.0
540263,25.0,25.0
540269,25.0,25.0
540310,25.0,25.0
540331,25.0,25.0
540332,25.0,25.0
540333,25.0,25.0
540339,25.0,25.0
540341,25.0,25.0
540342,25.0,25.0
540349,25.0,25.0
540411,25.0,25.0
540412,25.0,25.0
540419,25.0,25.0
540490,25.0,25.0
540500,25.0,25.0
540600,25.0,25.0
540710,25.0,25.0
540720,25.0,25.0
540730,25.0,25.0
540741,25.0,25.0
540742,25.0,25.0
540743,25.0,25.0
540744,25.0,25.0
540751,25.0,25.0
540752,25.0,25.0
540753,25.0,25.0
540754,15.0,7.5
540761,25.0,25.0
540769,25.0,25.0
540771,25.0,25.0
540772,25.0,25.0
540773,25.0,25.0
540774,25.0,25.0
540781,25.0,25.0
540782,25.0,25.0
540783,25.0,25.0
540784,25.0,25.0
540791,25.0,25.0
540792,25.0,25.0
540793,25.0,25.0
540794,25.0,25.0
540810,25.0,25.0
540821,25.0,25.0
540822,25.0,25.0
540823,25.0,25.0
540824,25.0,25.0
540831,25.0,25.0
540832,25.0,25.0
540833,25.0,25.0
540834,25.0,25.0
550110,25.0,25.0
550120,25.0,25.0
550130,25.0,25.0
550140,25.0,25.0
550190,25.0,25.0
550210,25.0,25.0
550290,25.0,25.0
550311,25.0,25.0
550319,25.0,25.0
550320,25.0,25.0
550330,25.0,25.0
550340,25.0,25.0
550390,25.0,25.0
550410,15.0,7.5
550490,25.0,25.0
550510,25.0,25.0
550520,25.0,25.0
550610,25.0,25.0
550620,25.0,25.0
550630,25.0,25.0
550640,25.0,25.0
550690,25.0,25.0
550700,25.0,25.0
550810,25.0,25.0
550820,25.0,25.0
550911,25.0,25.0
550912,25.0,25.0
550921,25.0,25.0
550922,25.0,25.0
550931,25.0,25.0
550932,25.0,25.0
550941,25.0,25.0
550942,25.0,25.0
550951,25.0,25.0
550952,25.0,25.0
550953,25.0,25.0
550959,25.0,25.0
550961,25.0,25.0
550962,25.0,25.0
550969,25.0,25.0
550991,25.0,25.0
550992,25.0,25.0
550999,25.0,25.0
551011,25.0,25.0
551012,25.0,25.0
551020,25.0,25.0
551030,25.0,25.0
551090,25.0,25.0
551110,25.0,25.0
551120,25.0,25.0
551130,25.0,25.0
551211,25.0,25.0
551219,25.0,25.0
551221,25.0,25.0
551229,25.0,25.0
551291,25.0,25.0
551299,25.0,25.0
551311,25.0,25.0
551312,25.0,25.0
551313,25.0,25.0
551319,25.0,25.0
551321,0.0,0.0
551323,25.0,25.0
551329,25.0,25.0
551331,25.0,25.0
551339,25.0,25.0
551341,25.0,25.0
551349,25.0,25.0
551411,25.0,25.0
551412,25.0,25.0
551419,25.0,25.0
551421,25.0,25.0
551422,25.0,25.0
551423,25.0,25.0
551429,25.0,25.0
551430,25.0,25.0
551441,25.0,25.0
551442,25.0,25.0
551443,25.0,25.0
551449,25.0,25.0
551511,25.0,25.0
551512,25.0,25.0
551513,25.0,25.0
551519,25.0,25.0
551521,25.0,25.0
551522,25.0,25.0
551529,25.0,25.0
551591,25.0,25.0
551599,25.0,25.0
551611,25.0,25.0
551612,25.0,25.0
551613,25.0,25.0
551614,25.0,25.0
551621,25.0,25.0
551622,25.0,25.0
551623,25.0,25.0
551624,25.0,25.0
551631,25.0,25.0
551632,25.0,25.0
551633,25.0,25.0
551634,25.0,25.0
551641,25.0,25.0
551642,25.0,25.0
551643,25.0,25.0
551644,25.0,25.0
551691,25.0,25.0
551692,25.0,25.0
551693,25.0,25.0
551694,25.0,25.0
560121,25.0,25.0
560122,25.0,25.0
560129,25.0,25.0
560130,25.0,25.0
560210,25.0,25.0
560221,25.0,25.0
560229,25.0,25.0
560290,25.0,25.0
560311,25.0,25.0
560312,25.0,25.0
560313,25.0,25.0
560314,25.0,25.0
560391,25.0,25.0
560392,25.0,25.0
560393,25.0,25.0
560394,25.0,25.0
560410,25.0,25.0
560490,25.0,25.0
560500,25.0,25.0
560600,25.0,25.0
560721,25.0,25.0
560729,25.0,25.0
560741,25.0,25.0
560749,25.0,25.0
560750,25.0,25.0
560790,25.0,25.0
560811,25.0,25.0
560819,25.0,25.0
560890,25.0,25.0
560900,25.0,25.0
570110,25.0,25.0
570190,25.0,25.0
570210,25.0,25.0
570220,25.0,25.0
570231,25.0,25.0
570232,25.0,25.0
570239,25.0,25.0
570241,25.0,25.0
570242,25.0,25.0
570249,25.0,25.0
570250,25.0,25.0
570291,25.0,25.0
570292,25.0,25.0
570299,25.0,25.0
570310,25.0,25.0
570320,25.0,25.0
570330,25.0,25.0
570390,25.0,25.0
570410,25.0,25.0
570420,25.0,25.0
570490,25.0,25.0
570500,25.0,25.0
580110,25.0,25.0
580121,25.0,25.0
580122,25.0,25.0
580123,25.0,25.0
580126,25.0,25.0
580127,25.0,25.0
580131,0.0,0.0
580132,0.0,0.0
580133,15.0,7.5
580136,15.0,7.5
580137,25.0,25.0
580190,25.0,25.0
580211,25.0,25.0
580219,25.0,25.0
580220,25.0,25.0
580230,25.0,25.0
580300,25.0,25.0
580410,25.0,25.0
580421,25.0,25.0
580429,25.0,25.0
580430,25.0,25.0
580500,25.0,25.0
580610,25.0,25.0
580620,25.0,25.0
580631,25.0,25.0
580632,25.0,25.0
580639,25.0,25.0
580640,25.0,25.0
580710,25.0,25.0
580790,25.0,25.0
580810,25.0,25.0
580890,25.0,25.0
580900,25.0,25.0
581010,25.0,25.0
581091,25.0,25.0
581092,25.0,25.0
581099,25.0,25.0
581100,25.0,25.0
590110,25.0,25.0
590190,25.0,25.0
590210,25.0,25.0
590220,25.0,25.0
590290,25.0,25.0
590310,23.333332,22.083332
590320,25.0,25.0
590390,25.0,25.0
590410,25.0,25.0
590490,25.0,25.0
590500,25.0,25.0
590610,25.0,25.0
590691,25.0,25.0
590699,25.0,25.0
590700,25.0,25.0
590800,25.0,25.0
590900,25.0,25.0
591000,25.0,25.0
591110,25.0,25.0
591120,25.0,25.0
591131,25.0,25.0
591132,25.0,25.0
591140,25.0,25.0
591190,25.0,25.0
600110,25.0,25.0
600121,25.0,25.0
600122,0.0,0.0
600129,25.0,25.0
600191,25.0,25.0
600192,25.0,25.0
600199,25.0,25.0
600240,25.0,25.0
600290,25.0,25.0
600310,25.0,25.0
600320,25.0,25.0
600330,25.0,25.0
600340,25.0,25.0
600390,25.0,25.0
600410,25.0,25.0
600490,25.0,25.0
600521,25.0,25.0
600522,25.0,25.0
600523,25.0,25.0
600524,25.0,25.0
600535,15.0,7.5
600536,25.0,25.0
600537,25.0,25.0
600538,25.0,25.0
600539,25.0,25.0
600541,0.0,0.0
600542,25.0,25.0
600543,25.0,25.0
600544,25.0,25.0
600590,25.0,25.0
600610,25.0,25.0
600621,25.0,25.0
600622,25.0,25.0
600623,25.0,25.0
600624,12.5,12.5
600631,25.0,25.0
600632,25.0,25.0
600633,25.0,25.0
600634,25.0,25.0
600641,0.0,0.0
600642,25.0,25.0
600643,25.0,25.0
600644,25.0,25.0
600690,25.0,25.0
610120,15.0,7.5
610130,15.0,7.5
610190,15.0,7.5
610210,15.0,7.5
610220,15.0,7.5
610230,15.0,7.5
610290,15.0,7.5
610310,10.9375,5.46875
610322,12.857142,6.428571
610323,3.75,1.875
610329,12.5,6.25
610331,15.0,7.5
610332,15.0,7.5
610333,15.0,7.5
610339,15.0,7.5
610341,15.0,7.5
610342,15.0,7.5
610343,15.0,7.5
610349,14.53125,7.265625
610413,7.5,3.75
610419,11.785714,5.892857
610422,15.0,7.5
610423,15.0,7.5
610429,7.5,3.75
610431,15.0,7.5
610432,15.0,7.5
610433,7.5,3.75
610439,15.0,7.5
610441,15.0,7.5
610442,15.0,7.5
610443,15.0,7.5
610444,15.0,7.5
610449,15.0,7.5
610451,15.0,7.5
610452,15.0,7.5
610453,7.5,3.75
610459,15.0,7.5
610461,15.0,7.5
610462,15.0,7.5
610463,15.0,7.5
610469,14.166667,7.0833335
610510,15.0,7.5
610520,15.0,7.5
610590,10.0,5.0
610610,15.0,7.5
610620,15.0,7.5
610690,15.0,7.5
610711,15.0,7.5
610712,15.0,7.5
610719,7.5,3.75
610721,15.0,7.5
610722,15.0,7.5
610729,15.0,7.5
610791,15.0,7.5
610799,1.875,0.9375
610811,15.0,7.5
610819,7.5,3.75
610821,15.0,7.5
610822,15.0,7.5
610829,7.5,3.75
610831,15.0,7.5
610832,15.0,7.5
610839,0.0,0.0
610891,15.0,7.5
610892,15.0,7.5
610899,10.0,5.0
610910,15.0,7.5
610990,11.25,5.625
611011,15.0,7.5
611012,7.5,3.75
611019,15.0,7.5
611020,15.0,7.5
611030,11.25,5.625
611090,7.5,3.75
611120,15.0,7.5
611130,15.0,7.5
611190,13.125,6.5625
611211,15.0,7.5
611212,15.0,7.5
611219,12.0,6.0
611220,15.0,7.5
611231,15.0,7.5
611239,15.0,7.5
611241,15.0,7.5
611249,15.0,7.5
611300,15.0,7.5
611420,15.0,7.5
611430,15.0,7.5
611490,10.0,5.0
611510,12.857142,6.428571
611521,15.0,7.5
611522,0.0,0.0
611529,7.5,3.75
611530,15.0,7.5
611594,15.0,7.5
611595,15.0,7.5
611596,7.5,3.75
611599,11.25,5.625
611610,12.0,6.0
611691,15.0,7.5
611692,10.0,5.0
611693,10.0,5.0
611699,2.5,1.25
611710,11.25,5.625
611780,9.0,4.5
611790,13.81579,6.907895
620111,15.0,7.5
620112,15.0,7.5
620113,15.0,7.5
620119,15.0,7.5
620191,15.0,7.5
620192,12.5,6.25
620193,15.0,7.5
620199,14.0625,7.03125
620211,15.0,7.5
620212,15.0,7.5
620213,15.0,7.5
620219,15.0,7.5
620291,15.0,7.5
620292,14.583333,7.2916665
620293,13.5,6.75
620299,14.0625,7.03125
620311,15.0,7.5
620312,15.0,7.5
620319,6.0,3.0
620322,10.0,5.0
620323,0.0,0.0
620329,15.0,7.5
620331,15.0,7.5
620332,15.0,7.5
620333,15.0,7.5
620339,11.25,5.625
620341,13.125,6.5625
620342,15.0,7.5
620343,13.846154,6.923077
620349,10.428572,5.214286
620411,15.0,7.5
620412,15.0,7.5
620413,15.0,7.5
620419,14.464286,7.232143
620421,15.0,7.5
620422,11.25,5.625
620423,12.5,6.25
620429,3.75,1.875
620431,11.25,5.625
620432,15.0,7.5
620433,11.25,5.625
620439,15.0,7.5
620441,15.0,7.5
620442,15.0,7.5
620443,15.0,7.5
620444,15.0,7.5
620449,15.0,7.5
620451,15.0,7.5
620452,15.0,7.5
620453,15.0,7.5
620459,15.0,7.5
620461,10.3125,5.15625
620462,14.835165,7.4175825
620463,14.807693,7.4038463
620469,13.958333,6.9791665
620520,15.0,7.5
620530,14.5,7.25
620590,9.0,4.5
620610,15.0,7.5
620620,15.0,7.5
620630,15.0,7.5
620640,15.0,7.5
620690,15.0,7.5
620711,15.0,7.5
620719,15.0,7.5
620721,15.0,7.5
620722,15.0,7.5
620729,15.0,7.5
620791,15.0,7.5
620799,10.0,5.0
620811,15.0,7.5
620819,15.0,7.5
620821,15.0,7.5
620822,15.0,7.5
620829,15.0,7.5
620891,15.0,7.5
620892,15.0,7.5
620899,15.0,7.5
620920,15.0,7.5
620930,15.0,7.5
620990,15.0,7.5
621010,3.75,1.875
621020,7.5,3.75
621030,11.25,5.625
621040,12.589286,6.294643
621050,9.140625,4.5703125
621111,15.0,7.5
621112,15.0,7.5
621120,12.575758,6.287879
621132,15.0,7.5
621133,14.423077,7.2115383
621139,13.020833,6.5104165
621142,15.0,7.5
621143,15.0,7.5
621149,13.293651,6.6468253
621210,15.0,7.5
621220,15.0,7.5
621230,15.0,7.5
621290,15.0,7.5
621320,7.5,3.75
621390,11.25,5.625
621410,15.0,7.5
621420,15.0,7.5
621430,0.0,0.0
621440,15.0,7.5
621490,15.0,7.5
621510,15.0,7.5
621520,0.0,0.0
621590,0.0,0.0
621600,12.75,6.375
621710,10.0,5.0
621790,12.1875,6.09375
630110,0.0,0.0
630120,15.0,7.5
630130,15.0,7.5
630140,0.0,0.0
630190,0.0,0.0
630210,15.0,7.5
630221,15.0,7.5
630222,0.0,0.0
630229,15.0,7.5
630231,13.5,6.75
630232,0.0,0.0
630239,15.0,7.5
630240,15.0,7.5
630251,11.25,5.625
630253,15.0,7.5
630259,15.0,7.5
630260,15.0,7.5
630291,15.0,7.5
630293,0.0,0.0
630299,15.0,7.5
630312,15.0,7.5
630319,15.0,7.5
630391,15.0,7.5
630392,7.5,3.75
630399,15.0,7.5
630411,5.0,2.5
630419,9.0,4.5
630420,15.0,7.5
630491,7.5,3.75
630492,15.0,7.5
630493,0.0,0.0
630499,15.0,7.5
630510,15.0,7.5
630520,15.0,7.5
630532,15.0,7.5
630533,15.0,7.5
630539,15.0,7.5
630590,15.0,7.5
630612,0.0,0.0
630619,15.0,7.5
630622,15.0,7.5
630629,0.0,0.0
630630,15.0,7.5
630640,15.0,7.5
630690,0.0,0.0
630710,15.0,7.5
630720,0.0,0.0
630790,11.25,5.625
630800,15.0,7.5
630900,15.0,7.5
631010,15.0,7.5
631090,15.0,7.5
640110,15.0,7.5
640192,10.0,5.0
640199,9.0,4.5
640212,15.0,7.5
640219,10.0,5.0
640220,0.0,0.0
640291,4.6153846,2.3076923
640299,7.0625,3.53125
640312,15.0,7.5
640319,11.666667,5.8333335
640320,15.0,7.5
640340,7.5,3.75
640351,15.0,7.5
640359,15.0,7.5
640391,15.0,7.5
640399,12.5,6.25
640411,6.428571,3.2142856
640419,4.7727275,2.3863637
640420,15.0,7.5
640510,15.0,7.5
640520,5.0,2.5
640590,7.5,3.75
640610,13.59375,6.796875
640620,15.0,7.5
640690,12.0,6.0
650100,25.0,25.0
650200,25.0,25.0
650400,25.0,25.0
650500,24.23077,23.653847
650610,15.0,7.5
650691,25.0,25.0
650699,25.0,25.0
650700,25.0,25.0
660110,0.0,0.0
660191,0.0,0.0
660199,0.0,0.0
660200,15.0,7.5
660320,0.0,0.0
660390,7.5,3.75
670100,25.0,25.0
670210,0.0,0.0
670290,10.0,5.0
670300,15.0,7.5
670411,15.0,7.5
670419,15.0,7.5
670420,0.0,0.0
670490,15.0,7.5
680100,25.0,25.0
680210,25.0,25.0
680221,25.0,25.0
680223,25.0,25.0
680229,25.0,25.0
680291,25.0,25.0
680292,25.0,25.0
680293,25.0,25.0
680299,25.0,25.0
680300,25.0,25.0
680410,25.0,25.0
680421,25.0,25.0
680422,25.0,25.0
680423,25.0,25.0
680430,25.0,25.0
680510,25.0,25.0
680520,25.0,25.0
680530,25.0,25.0
680610,25.0,25.0
680620,25.0,25.0
680690,25.0,25.0
680710,25.0,25.0
680790,25.0,25.0
680800,25.0,25.0
680911,25.0,25.0
680919,25.0,25.0
680990,25.0,25.0
681011,25.0,25.0
681019,25.0,25.0
681091,25.0,25.0
681099,25.0,25.0
681140,25.0,25.0
681181,25.0,25.0
681182,25.0,25.0
681189,25.0,25.0
681280,25.0,25.0
681291,25.0,25.0
681293,25.0,25.0
681299,25.0,25.0
681320,25.0,25.0
681381,25.0,25.0
681389,25.0,25.0
681410,25.0,25.0
681490,25.0,25.0
681510,25.0,25.0
681520,25.0,25.0
681591,25.0,25.0
681599,25.0,25.0
690100,25.0,25.0
690210,25.0,25.0
690220,25.0,25.0
690290,25.0,25.0
690310,25.0,25.0
690320,25.0,25.0
690390,25.0,25.0
690410,25.0,25.0
690490,25.0,25.0
690510,25.0,25.0
690590,25.0,25.0
690600,25.0,25.0
690721,25.0,25.0
690722,25.0,25.0
690723,25.0,25.0
690730,25.0,25.0
690740,25.0,25.0
690911,25.0,25.0
690912,25.0,25.0
690919,25.0,25.0
690990,25.0,25.0
691010,0.0,0.0
691090,15.0,7.5
691110,11.25,5.625
691190,15.0,7.5
691200,1.5,0.75
691310,15.0,7.5
691390,15.0,7.5
691410,25.0,25.0
691490,25.0,25.0
700100,25.0,25.0
700210,25.0,25.0
700220,25.0,25.0
700231,25.0,25.0
700232,25.0,25.0
700239,25.0,25.0
700312,25.0,25.0
700319,25.0,25.0
700320,25.0,25.0
700330,25.0,25.0
700420,25.0,25.0
700490,25.0,25.0
700510,25.0,25.0
700521,25.0,25.0
700529,25.0,25.0
700530,25.0,25.0
700600,25.0,25.0
700711,25.0,25.0
700719,25.0,25.0
700721,25.0,25.0
700729,25.0,25.0
700800,25.0,25.0
700910,25.0,25.0
700991,25.0,25.0
700992,25.0,25.0
701010,25.0,25.0
701020,25.0,25.0
701090,25.0,25.0
701110,25.0,25.0
701120,25.0,25.0
701190,25.0,25.0
701310,15.0,7.5
701322,15.0,7.5
701328,15.0,7.5
701333,15.0,7.5
701337,15.0,7.5
701341,15.0,7.5
701342,7.5,3.75
701349,12.5,6.25
701391,7.5,3.75
701399,7.5,3.75
701400,25.0,25.0
701510,15.0,7.5
701590,15.0,7.5
701610,25.0,25.0
701690,25.0,25.0
701710,25.0,25.0
701720,25.0,25.0
701790,25.0,25.0
701810,25.0,25.0
701820,25.0,25.0
701890,20.0,16.25
701911,25.0,25.0
701912,25.0,25.0
701919,21.42857,21.42857
701931,25.0,25.0
701932,25.0,25.0
701939,25.0,25.0
701940,22.083332,21.458332
701951,25.0,25.0
701952,25.0,25.0
701959,25.0,25.0
701990,25.0,25.0
702000,25.0,25.0
710110,15.0,7.5
710121,15.0,7.5
710122,15.0,7.5
710210,15.0,7.5
710221,25.0,25.0
710229,25.0,25.0
710231,15.0,7.5
710239,15.0,7.5
710310,4.375,2.1875
710391,15.0,7.5
710399,5.0,2.5
710410,15.0,7.5
710420,15.0,7.5
710490,15.0,7.5
710510,25.0,25.0
710590,25.0,25.0
710610,25.0,25.0
710691,25.0,25.0
710692,25.0,25.0
710700,25.0,25.0
710811,25.0,25.0
710812,25.0,25.0
710813,25.0,25.0
710900,25.0,25.0
711011,25.0,25.0
711019,25.0,25.0
711021,25.0,25.0
711029,25.0,25.0
711031,25.0,25.0
711039,25.0,25.0
711041,25.0,25.0
711049,25.0,25.0
711100,25.0,25.0
711230,25.0,25.0
711291,25.0,25.0
711292,25.0,25.0
711299,25.0,25.0
711311,8.333333,4.1666665
711319,8.636364,4.318182
711320,15.0,7.5
711411,25.0,25.0
711419,25.0,25.0
711420,25.0,25.0
711510,25.0,25.0
711590,25.0,25.0
711610,7.5,3.75
711620,10.833333,5.4166665
711711,15.0,7.5
711719,12.5,6.25
711790,9.375,4.6875
711810,15.0,7.5
711890,11.25,5.625
720110,25.0,25.0
720120,25.0,25.0
720150,25.0,25.0
720211,25.0,25.0
720219,25.0,25.0
720221,25.0,25.0
720229,25.0,25.0
720230,25.0,25.0
720241,25.0,25.0
720249,25.0,25.0
720250,25.0,25.0
720260,0.0,0.0
720270,0.0,0.0
720280,25.0,25.0
720291,25.0,25.0
720292,25.0,25.0
720293,0.0,0.0
720299,16.666666,16.666666
720310,25.0,25.0
720390,25.0,25.0
720410,25.0,25.0
720421,25.0,25.0
720429,25.0,25.0
720430,25.0,25.0
720441,25.0,25.0
720449,25.0,25.0
720450,25.0,25.0
720510,25.0,25.0
720521,25.0,25.0
720529,25.0,25.0
720610,40.0,32.5
720690,40.0,32.5
720711,40.0,32.5
720712,40.0,32.5
720719,40.0,32.5
720720,40.0,32.5
720810,40.0,32.5
720825,40.0,32.5
720826,40.0,32.5
720827,40.0,32.5
720836,40.0,32.5
720837,40.0,32.5
720838,40.0,32.5
720839,40.0,32.5
720840,36.25,30.625
720851,35.0,30.0
720852,40.0,32.5
720853,40.0,32.5
720854,40.0,32.5
720890,40.0,32.5
720915,40.0,32.5
720916,40.0,32.5
720917,40.0,32.5
720918,40.0,32.5
720925,40.0,32.5
720926,40.0,32.5
720927,40.0,32.5
720928,40.0,32.5
720990,40.0,32.5
721011,40.0,32.5
721012,40.0,32.5
721020,25.0,25.0
721030,40.0,32.5
721041,40.0,32.5
721049,40.0,32.5
721050,40.0,32.5
721061,40.0,32.5
721069,40.0,32.5
721070,40.0,32.5
721090,40.0,32.5
721113,40.0,32.5
721114,35.0,30.0
721119,38.333332,31.666666
721123,39.0,32.0
721129,37.5,31.25
721190,40.0,32.5
721210,40.0,32.5
721220,40.0,32.5
721230,37.5,31.25
721240,40.0,32.5
721250,40.0,32.5
721260,40.0,32.5
721310,40.0,32.5
721320,32.5,28.75
721391,37.5,31.25
721399,35.0,30.0
721410,25.0,25.0
721420,40.0,32.5
721430,32.5,28.75
721491,28.0,26.5
721499,35.0,30.0
721510,32.5,28.75
721550,33.571426,29.285713
721590,35.0,30.0
721610,40.0,32.5
721621,40.0,32.5
721622,40.0,32.5
721631,40.0,32.5
721632,40.0,32.5
721633,35.0,30.0
721640,40.0,32.5
721650,40.0,32.5
721661,25.0,25.0
721669,25.0,25.0
721691,25.0,25.0
721699,40.0,32.5
721710,40.0,32.5
721720,40.0,32.5
721730,39.625,32.3125
721790,37.5,31.25
721810,40.0,32.5
721891,35.0,30.0
721899,37.0,31.0
721911,40.0,32.5
721912,36.666668,30.833334
721913,28.75,26.875
721914,35.0,30.0
721921,40.0,32.5
721922,31.0,28.0
721923,40.0,32.5
721924,32.5,28.75
721931,40.0,32.5
721932,31.0,28.0
721933,34.545456,29.772728
721934,35.0,30.0
721935,37.0,31.0
721990,40.0,32.5
722011,40.0,32.5
722012,40.0,32.5
722020,37.45,31.225
722090,32.5,28.75
722100,37.5,31.25
722211,35.0,30.0
722219,36.25,30.625
722220,40.0,32.5
722230,37.5,31.25
722240,40.0,32.5
722300,40.0,32.5
722410,35.0,30.0
722490,40.0,32.5
722511,40.0,32.5
722519,40.0,32.5
722530,38.125,31.5625
722540,36.25,30.625
722550,38.125,31.5625
722591,40.0,32.5
722592,40.0,32.5
722599,32.5,28.75
722611,40.0,32.5
722619,40.0,32.5
722620,40.0,32.5
722691,38.75,31.875
722692,40.0,32.5
722699,35.0,30.0
722710,40.0,32.5
722720,32.5,28.75
722790,33.928574,29.464287
722810,40.0,32.5
722820,40.0,32.5
722830,38.928574,31.964287
722840,40.0,32.5
722850,38.125,31.5625
722860,40.0,32.5
722870,35.5,30.25
722880,40.0,32.5
722920,40.0,32.5
722990,40.0,32.5
730110,40.0,32.5
730120,25.0,25.0
730210,39.0625,32.03125
730230,25.0,25.0
730240,25.0,25.0
730290,40.0,32.5
730300,25.0,25.0
730411,40.0,32.5
730419,40.0,32.5
730422,35.0,30.0
730423,32.5,28.75
730424,37.5,31.25
730429,33.375,29.1875
730431,40.0,32.5
730439,40.0,32.5
730441,40.0,32.5
730449,40.0,32.5
730451,40.0,32.5
730459,39.196426,32.098213
730490,40.0,32.5
730511,40.0,32.5
730512,40.0,32.5
730519,40.0,32.5
730520,40.0,32.5
730531,40.0,32.5
730539,40.0,32.5
730590,40.0,32.5
730611,40.0,32.5
730619,40.0,32.5
730621,40.0,32.5
730629,38.75,31.875
730630,39.545456,32.272728
730640,40.0,32.5
730650,38.75,31.875
730661,40.0,32.5
730669,40.0,32.5
730690,40.0,32.5
730711,25.0,25.0
730719,25.0,25.0
730721,25.0,25.0
730722,25.0,25.0
730723,25.0,25.0
730729,25.0,25.0
730791,25.0,25.0
730792,25.0,25.0
730793,25.0,25.0
730799,25.0,25.0
730810,25.0,25.0
730820,25.0,25.0
730830,25.0,25.0
730840,25.0,25.0
730890,25.0,25.0
730900,25.0,25.0
731010,25.0,25.0
731021,25.0,25.0
731029,25.0,25.0
731100,25.0,25.0
731210,25.0,25.0
731290,25.0,25.0
731300,25.0,25.0
731412,25.0,25.0
731414,25.0,25.0
731419,25.0,25.0
731420,25.0,25.0
731431,25.0,25.0
731439,25.0,25.0
731441,25.0,25.0
731442,25.0,25.0
731449,25.0,25.0
731450,25.0,25.0
731511,25.0,25.0
731512,25.0,25.0
731519,25.0,25.0
731520,25.0,25.0
731581,25.0,25.0
731582,25.0,25.0
731589,25.0,25.0
731590,25.0,25.0
731600,25.0,25.0
731700,30.808823,29.558823
731811,25.0,25.0
731812,25.0,25.0
731813,25.0,25.0
731814,25.0,25.0
731815,25.0,25.0
731816,15.0,7.5
731819,25.0,25.0
731821,25.0,25.0
731822,25.0,25.0
731823,25.0,25.0
731824,25.0,25.0
731829,25.0,25.0
731940,15.0,7.5
731990,15.0,7.5
732010,25.0,25.0
732020,15.0,7.5
732090,25.0,25.0
732111,25.0,25.0
732112,0.0,0.0
732119,0.0,0.0
732181,7.5,3.75
732182,15.0,7.5
732189,15.0,7.5
732190,25.0,25.0
732211,25.0,25.0
732219,25.0,25.0
732290,25.0,25.0
732310,25.0,25.0
732391,7.5,3.75
732392,15.0,7.5
732393,0.0,0.0
732394,15.0,7.5
732399,8.0,6.5
732410,25.0,25.0
732421,25.0,25.0
732429,15.0,7.5
732490,25.0,25.0
732510,25.0,25.0
732591,25.0,25.0
732599,25.0,25.0
732611,25.0,25.0
732619,25.0,25.0
732620,25.0,25.0
732690,25.0,25.0
740100,0.0,0.0
740200,25.0,25.0
740311,25.0,25.0
740312,25.0,25.0
740313,25.0,25.0
740319,25.0,25.0
740321,25.0,25.0
740322,25.0,25.0
740329,25.0,25.0
740400,25.0,25.0
740500,25.0,25.0
740610,25.0,25.0
740620,25.0,25.0
740710,25.0,25.0
740721,25.0,25.0
740729,25.0,25.0
740811,25.0,25.0
740819,25.0,25.0
740821,25.0,25.0
740822,25.0,25.0
740829,25.0,25.0
740911,25.0,25.0
740919,25.0,25.0
740921,25.0,25.0
