hs6,chn_reta_2025
680610,35.0
680620,30.0
680800,43.0
681019,45.0
681099,31.5
681320,30.0
681511,27.0
681599,32.0
690290,43.0
690490,45.0
690600,45.0
690721,37.0
690722,42.0
691200,42.0
691310,42.0
691490,30.0
700232,42.0
700319,35.0
700330,35.0
700600,45.0
700729,49.0
700800,41.5
700910,30.0
700991,34.0
701190,36.0
701341,42.0
701510,30.0
701590,40.66666666666666
701690,42.5
701911,40.0
701961,30.0
701964,35.0
701965,30.0
701966,35.0
701969,30.0
701972,30.0
710310,38.0
710391,39.0
710410,39.0
710421,27.5
710429,27.5
710590,35.0
710691,35.0
710692,32.5
710812,30.0
711039,29.0
711041,35.0
711049,36.5
711292,30.5
711319,34.0
711320,45.0
711411,30.0
711419,45.0
711510,23.0
711590,31.5
711620,45.0
711719,43.0
711790,53.0
720110,11.0
720229,32.0
720293,12.0
720421,35.0
720429,35.0
720521,22.0
720529,12.0
720826,30.0
720827,40.0
720853,21.0
720854,41.0
720915,28.5
720917,21.33333333333333
721030,43.0
721061,43.0
721069,43.0
721070,39.0
721114,26.0
721119,26.0
721190,36.0
721230,38.0
721499,38.0
721510,42.0
721640,28.0
721650,24.0
721661,18.0
721891,37.0
721911,39.0
721921,26.0
721923,41.0
721931,36.0
721932,16.0
721990,26.0
722100,41.0
722230,36.0
722240,36.0
722592,42.0
722619,33.0
722620,38.0
722699,38.66666666666666
722790,21.33333333333333
722830,21.33333333333333
722840,38.0
722850,38.0
722990,27.5
730110,42.0
730120,42.0
730210,41.0
730300,26.5
730423,19.0
730431,27.0
730619,42.0
730630,36.333333333333336
730661,33.0
730722,28.0
730723,28.0
730820,38.0
731010,43.0
731029,33.0
731290,24.0
731414,43.0
731420,37.0
731441,28.0
731450,43.0
731519,38.0
731581,43.0
731582,43.0
731700,28.0
731811,28.0
731821,38.0
731823,38.0
732090,39.5
732112,17.0
732119,27.0
732310,37.0
732391,37.0
732394,25.33333333333333
732410,37.0
732429,42.0
732599,35.5
732611,28.0
732619,33.0
732620,33.0
732690,38.0
740200,37.0
740322,36.0
740710,26.5
740729,27.0
740811,39.0
740911,31.5
740931,42.0
740939,42.0
741012,27.0
741021,26.5
741121,42.0
741122,27.0
741129,37.0
741220,39.5
741300,40.0
741510,28.0
741920,38.16666666666666
741980,38.21428571428572
750512,26.0
750522,16.0
750610,36.0
750620,16.0
750711,16.0
760320,42.0
760429,30.0
760612,37.0
760691,41.0
760711,36.0
760719,41.0
760720,36.0
760810,43.0
760900,28.0
761090,36.0
761100,29.0
761300,27.5
761490,36.0
780110,13.0
780411,26.0
780600,26.0
790111,25.5
790112,33.0
800120,34.25
810210,26.0
810391,28.0
810430,43.0
810520,22.33333333333333
810590,28.0
810610,33.0
810820,33.0
810929,38.0
810991,28.0
810999,28.0
811090,28.0
811100,33.0
811229,33.0
811251,13.0
820110,38.0
820190,28.0
820220,38.0
820239,43.0
820291,28.0
820299,33.0
820310,43.0
820320,38.0
820330,38.0
820420,43.0
820510,28.0
820520,38.0
820530,38.0
820540,38.0
820551,32.0
820559,28.0
820770,43.0
820830,28.0
820890,43.0
820900,40.0
821000,38.0
821110,43.0
821193,42.0
821290,32.0
821410,37.0
821591,42.0
830110,32.0
830170,42.0
830210,44.0
830241,44.0
830242,44.0
830249,29.0
830260,44.0
830520,42.0
830590,37.0
830621,42.0
830629,24.5
831110,28.0
840120,11.0
840140,11.0
840219,40.0
840290,37.0
840682,25.0
840721,28.0
840729,23.0
840733,20.0
840810,40.0
840991,18.666666666666668
840999,21.75
841111,11.0
841181,25.0
841290,15.0
841330,33.0
841350,29.0
841360,32.5
841381,38.0
841382,38.0
841440,38.0
841480,27.166666666666668
841490,28.75
841520,40.0
841581,39.0
841590,40.5
841620,43.333333333333336
841720,30.0
841790,23.666666666666668
841810,33.333333333333336
841840,28.666666666666668
841850,29.0
841933,45.886666666666656
841935,44.0
841939,29.0
841940,45.0
841960,25.0
842010,43.0
842112,40.0
842122,38.0
842131,25.0
842211,43.0
842240,43.0
842290,43.333333333333336
842310,41.0
842320,40.0
842382,40.0
842430,38.0
842449,33.0
842482,48.0
842489,23.75
842539,40.0
842619,21.11111111111111
842630,41.0
842720,24.0
842790,29.0
842820,25.0
842832,25.0
842833,40.0
842870,38.75
842890,30.5
842919,17.0
842952,24.25
843010,25.0
843131,33.0
843141,41.0
843221,45.0
843229,44.0
843242,49.0
843319,31.0
843330,45.0
843351,48.0
843352,28.0
843353,48.0
843390,26.5
843410,33.0
843420,41.0
843610,47.0
843621,35.0
843691,26.0
843710,30.5
843780,48.0
843860,38.0
843880,38.0
843920,18.0
843930,43.0
844010,38.0
844090,43.0
844140,47.0
844190,38.0
844317,45.0
844331,35.0
844339,16.5
844391,26.666666666666668
844832,41.0
844833,26.0
844839,26.0
844900,33.0
845019,17.0
845090,34.0
845130,43.0
845320,43.0
845490,31.0
845530,28.0
845640,10.0
845819,39.0
845929,44.0
845961,27.5
846022,36.5
846024,35.666666666666664
846029,22.2
846031,44.0
846039,47.0
846150,22.0
846190,30.33333333333333
846219,19.0
846229,42.75
846239,36.5
846263,19.0
846310,27.75
846320,44.0
846410,30.0
846591,44.0
846599,44.0
846620,42.0
846691,30.0
846781,38.0
846792,26.0
846810,39.0
846880,44.0
846890,37.0
847029,35.0
847130,35.0
847170,20.0
847180,35.0
847290,25.88888888888889
847329,35.0
847330,35.0
847480,36.66666666666666
847490,35.0
847529,43.0
847790,30.0
847810,35.0
847930,18.0
847940,42.0
847960,38.0
847990,25.0
848020,43.0
848060,23.0
848071,35.0
848110,25.0
848140,20.0
848190,33.0
848220,38.0
848230,38.0
848240,28.0
848291,38.0
848299,36.0
848340,39.66666666666666
848350,43.0
848390,38.0
848410,28.0
848490,23.0
848620,10.0
848630,10.0
848790,38.0
850110,36.66666666666666
850131,22.0
850132,35.0
850133,35.0
850134,40.0
850140,40.0
850161,35.0
850163,40.0
850212,40.0
850213,37.5
850239,25.0
850300,40.5
850410,40.0
850432,37.5
850519,42.0
850610,40.5
850660,43.0
850690,38.0
850720,40.0
850730,20.0
850750,45.0
850780,30.0
850860,35.0
850940,32.0
851020,43.0
851110,28.0
851120,29.0
851130,19.0
851140,35.333333333333336
851150,31.5
851180,23.0
851419,27.5
851431,20.0
851439,10.0
851490,31.5
851521,41.66666666666666
851580,40.5
851590,36.0
851621,42.0
851629,37.833333333333336
851650,42.0
851672,33.666666666666664
851680,17.0
851713,35.0
851714,35.0
851718,35.0
851769,20.0
851822,30.0
851829,35.0
851830,35.0
851989,32.5
852210,22.0
852321,27.5
852351,27.5
852380,19.166666666666668
852492,15.142857142857142
852499,13.25
852550,15.0
852719,30.0
852721,30.0
852729,15.0
852791,35.0
852849,15.0
852872,30.83333333333333
852990,26.25
853010,18.0
853080,38.0
853090,36.0
853120,35.0
853180,32.5
853190,25.0
853210,35.0
853223,35.0
853225,35.0
853229,35.0
853290,17.5
853331,35.0
853390,35.0
853400,35.0
853530,28.33333333333333
853590,40.0
853649,45.0
853661,40.0
853670,33.0
853710,24.33333333333333
853720,40.5
853910,23.0
853922,30.0
853939,31.33333333333333
853949,18.0
854071,43.0
854089,43.0
854091,18.0
854099,30.5
854129,35.0
854130,35.0
854142,35.0
854159,30.0
854160,35.0
854231,10.0
854232,10.0
854320,25.0
854330,20.0
854390,22.5
854419,40.0
854449,29.75
854590,30.0
854610,45.0
854720,37.0
854790,32.0
860729,23.0
860791,38.0
860799,13.0
860900,27.5
870333,50.0
870451,60.0
870460,60.0
870530,18.0
870590,26.454545454545453
870600,16.0
870821,16.0
870829,16.0
870830,16.5
870870,16.0
870880,16.0
870892,16.0
870894,16.0
870899,16.0
870919,45.0
870990,43.0
871150,65.0
871200,41.142857142857146
871410,50.0
871492,40.0
871494,40.0
871495,40.0
871500,41.0
871610,45.0
871620,55.0
880220,20.0
880400,17.0
880529,10.0
890331,30.0
890690,42.0
890790,38.0
900120,35.0
900140,25.33333333333333
900219,35.0
900490,39.5
900510,45.0
900640,40.0
900661,44.0
900691,38.4
900850,27.2
900890,24.666666666666668
901010,33.5
901060,15.0
901190,30.0
901410,30.0
901480,20.0
901530,44.0
901590,20.0
901720,30.0
901730,28.0
901831,23.0
901832,31.0
901920,14.0
902129,26.670000000000016
902139,14.0
902150,10.0
902300,25.0
902480,15.0
902519,15.0
902580,41.0
902620,20.0
902690,10.0
902710,10.0
902720,15.0
902730,10.0
902781,11.666666666666666
902789,10.0
902810,35.0
902910,43.66666666666666
902990,36.0
903010,10.0
903020,25.0
903033,30.0
903040,17.5
903084,27.5
903120,17.0
903149,33.333333333333336
903290,15.0
910199,25.0
910211,45.0
910229,45.0
910390,50.0
910511,50.0
910519,20.0
910529,45.0
910690,30.0
910700,38.0
910811,26.0
910812,26.0
911290,22.0
911390,49.0
920110,45.0
920710,47.0
920790,32.0
920930,30.0
920991,45.0
920992,30.0
930390,43.0
930599,33.0
930629,33.0
930700,33.0
940139,20.0
940169,35.0
940171,32.5
940180,25.0
940310,30.0
940320,30.0
940330,30.0
940350,25.0
940389,26.666666666666668
940410,30.0
940429,45.0
940430,32.5
940521,45.0
940529,45.0
940591,28.0
940592,38.0
940690,43.0
950300,34.285714285714285
950420,30.0
950450,10.0
950611,36.0
950640,28.5
950659,41.0
950662,33.5
950669,41.0
950691,26.0
950730,41.0
950825,26.0
950829,26.0
960321,38.0
960329,36.0
960610,41.0
960711,41.0
960830,42.0
960891,38.0
960899,36.66666666666666
960910,42.0
960990,36.0
961100,43.0
961210,28.0
961220,30.0
961320,45.0
961620,36.0
962000,18.0
970199,26.0
970310,31.0
970390,31.0
970510,20.0
970522,20.0
970529,20.0
970531,20.0
020120,52.0
020230,52.0
020610,22.0
020629,52.0
030235,17.0
030312,47.0
030325,50.0
030332,47.0
030366,47.0
030469,47.0
030495,47.0
030635,42.5
030722,48.5
030812,50.0
030821,42.5
040140,52.5
040210,45.0
050400,46.75
050510,42.5
051110,10.0
051191,27.0
060110,14.8
071390,39.75
080252,50.0
080440,65.0
080510,51.0
080529,52.0
080540,52.0
080550,51.0
080620,50.0
080830,51.333333333333336
080930,50.0
090111,43.0
090210,31.25
090230,37.5
100191,75.0
100590,100.0
110290,46.66666666666666
110510,37.5
110610,32.5
110820,35.0
120242,50.0
120600,30.0
120750,32.5
120924,10.0
120930,10.0
120991,10.0
120999,10.0
121120,27.857142857142858
121299,44.285714285714285
121300,27.0
140490,35.0
150600,55.0
150930,45.0
151219,44.0
151491,24.0
151790,60.0
152000,55.0
160232,19.375
160249,17.5
160420,43.5
170199,76.66666666666667
170230,65.0
180610,30.0
180620,45.0
180632,45.0
180690,43.0
190532,45.0
200600,31.666666666666668
200961,40.0
200981,27.5
200989,31.428571428571427
210112,47.0
210210,60.0
210320,32.0
210390,32.0
210690,29.875
220110,40.0
220190,40.0
220600,65.0
220850,45.0
220890,45.0
230650,20.0
230990,25.75
240120,45.0
240419,62.16499999999999
250610,25.5
250810,25.5
250830,35.5
251200,26.75
251511,41.5
251612,41.5
251710,41.5
251749,40.5
252010,42.5
252100,37.5
252310,42.5
252329,27.5
252390,27.5
252490,30.0
252800,41.5
253090,20.9
261310,20.0
261390,20.0
270111,53.0
270112,55.75
271111,50.0
271129,40.0
271210,45.5
280300,27.5
280430,22.5
280440,22.5
280461,26.5
280480,42.5
280512,42.5
280800,42.5
281512,27.5
281520,22.5
281530,42.5
281990,27.5
282410,15.0
282540,15.0
282560,22.5
282720,42.5
282732,27.5
282741,22.5
282810,20.0
283210,42.5
283329,35.0
283410,27.5
283421,29.5
283524,37.5
283526,22.5
283539,24.166666666666668
283692,42.5
283699,28.5
283720,42.5
284161,28.0
284180,21.0
284190,43.0
284210,38.0
284290,28.9375
284329,23.0
284330,30.5
284390,15.5
284441,15.0
284510,27.5
284530,15.0
284700,43.0
290123,22.0
290211,37.0
290220,37.0
290242,37.0
290312,28.0
290342,15.5
290369,15.5
290391,28.0
290399,16.75
290531,40.5
290539,24.75
290542,40.5
290723,40.5
290899,28.0
290919,28.0
290960,30.5
291211,20.5
291219,25.5
291249,40.5
291300,40.5
291422,25.5
291511,35.5
291512,40.5
291560,20.5
291615,26.5
291711,25.666666666666668
291712,41.5
291719,26.5
291720,37.75
291735,16.5
291811,36.5
291813,41.5
291814,36.5
292029,24.0
292130,36.5
292141,16.5
292219,22.125
292231,21.5
292241,30.5
292249,27.625
292320,26.5
292390,26.5
292411,16.5
292511,44.0
292690,15.666666666666666
292700,41.5
293090,30.25
293120,16.5
293154,41.5
293213,26.0
293220,36.5
293319,28.75
293321,21.5
293354,16.5
293361,41.5
293391,21.5
293499,19.8125
293590,36.5
293621,39.0
293627,34.0
293628,24.0
293729,39.0
293790,19.0
293919,39.0
294000,26.0
294150,14.0
300120,13.0
300190,13.0
300212,13.0
300214,13.0
300215,13.0
300290,13.0
300432,10.0
300443,15.0
300610,20.0
310290,29.0
310420,40.5
310520,85.0
310559,21.5
320420,24.0
320611,24.0
320619,32.5
320642,41.5
320649,32.333333333333336
320650,29.0
320820,45.0
320890,42.5
320910,32.5
321210,45.0
321490,31.5
330112,37.5
330113,37.5
330119,37.5
330620,38.0
330690,38.0
330720,38.0
330730,38.0
330741,38.0
340111,41.5
340241,21.5
340249,26.5
340490,30.0
340530,26.5
340700,36.0
350220,25.0
350290,40.0
350520,40.0
350691,35.0
350710,16.0
360100,26.5
360200,21.5
360330,31.5
360610,21.0
370231,15.0
370232,15.0
370242,
370252,
370255,
370298,
370390,44.0
380130,26.5
380400,26.5
380590,41.5
380620,21.5
380690,26.5
380891,26.5
380894,19.0
380899,21.5
380991,36.5
381111,16.5
381119,26.5
381210,36.0
381220,26.5
381300,23.25
381512,16.5
381519,16.5
381900,26.5
382100,18.0
382213,20.5
382290,14.5
382312,51.0
382491,16.5
382600,41.5
382768,36.5
390110,16.5
390120,16.5
390130,44.0
390140,16.5
390390,29.0
390422,29.0
390512,27.5
390519,47.5
390521,47.5
390529,47.5
390599,27.5
390710,39.0
390730,16.5
390769,34.0
390791,39.0
390920,29.0
391000,16.5
391310,47.5
391620,47.5
391722,47.5
391729,32.5
391810,37.5
391890,30.0
392020,31.5
392051,39.0
392061,39.0
392062,16.5
392079,47.5
392092,42.5
392094,42.5
392112,45.25
392330,29.0
392340,47.5
392610,47.5
392630,42.5
400211,35.0
400220,40.0
400231,31.75
400241,27.5
400300,38.0
400941,30.0
401012,30.0
401032,38.0
401130,21.0
401290,39.0
401490,39.5
401512,43.0
401693,31.5
401699,34.0
401700,39.0
410419,26.0
410640,29.0
410799,31.0
420229,20.0
420292,41.0
420310,41.0
420329,45.0
420500,41.0
430219,37.5
430220,55.0
430400,32.5
440220,41.0
440290,41.0
440325,15.0
440399,18.33333333333333
440729,16.25
440791,10.0
440792,35.0
440797,15.0
440890,27.625
441012,39.0
441113,22.166666666666668
441114,31.33333333333333
441210,19.714285714285715
441239,39.0
441300,41.0
441490,27.0
442019,22.5
442191,32.5
442199,22.5
450310,43.0
450390,38.0
470311,15.0
470500,15.0
480220,38.5
480269,40.0
480411,20.0
480429,40.0
480451,17.0
480511,16.0
480530,41.0
480593,41.0
480700,41.0
480890,36.0
481029,40.0
481099,36.0
481151,31.0
481200,36.0
481420,36.0
481690,28.5
481720,40.0
481810,40.0
481830,40.0
481940,40.0
481960,40.0
482030,40.0
482290,36.0
482320,36.0
490290,10.0
490600,35.0
490890,41.0
491000,41.0
491110,33.0
500790,43.0
510910,22.666666666666668
510990,24.33333333333333
511119,36.66666666666666
511220,43.0
511230,43.0
511290,43.0
520100,75.0
520411,40.0
520420,25.0
520541,15.0
520631,40.0
520710,40.0
520811,43.0
520821,18.0
520849,43.0
520919,43.0
520921,43.0
520949,43.0
521019,30.5
521139,43.0
521142,43.0
521223,43.0
521224,43.0
530919,43.0
540233,40.0
540245,28.75
540263,40.0
540333,25.0
540411,25.0
540412,15.0
540772,43.0
540781,43.0
540782,43.0
550130,40.0
550311,35.0
550490,40.0
550610,30.0
550620,40.0
550942,40.0
551319,23.0
551323,30.5
551411,33.0
551430,35.5
551513,43.0
551519,43.0
551529,43.0
551591,43.0
551612,38.0
551641,43.0
560121,43.0
560221,43.0
560391,40.5
560729,15.0
560741,25.0
560750,25.0
560790,25.0
560890,38.0
570210,41.0
570220,16.0
570231,39.0
570291,41.0
570410,16.0
580429,26.33333333333333
580810,43.0
580890,43.0
580900,24.666666666666668
581010,43.0
581091,18.0
581100,26.0
590220,18.0
590320,38.0
590410,16.0
590500,38.0
590610,40.5
590800,28.0
590900,28.0
591000,38.0
591190,18.0
600121,43.0
600191,43.0
600320,43.0
600330,43.0
600410,38.0
600490,38.0
600622,43.0
600634,43.0
600690,43.0
610130,43.0
610190,31.5
610323,20.0
610341,41.0
610343,43.0
610422,43.0
610423,20.0
610442,41.0
610444,41.0
610452,41.0
610459,41.0
610469,41.0
610510,41.0
610711,41.0
610891,41.0
611012,41.0
611030,41.0
611420,41.0
611529,28.5
611599,16.0
611693,41.0
611710,41.0
620190,41.0
620322,43.0
620332,41.0
620339,41.0
620343,32.5
620412,18.0
620413,18.0
620429,18.0
620439,41.0
620444,41.0
620451,41.0
620459,41.0
620462,41.0
620469,41.0
620520,41.0
620630,41.0
620711,41.0
620821,41.0
620899,28.5
621050,41.0
621112,41.0
621132,32.666666666666664
621420,32.666666666666664
621440,16.0
621510,41.0
621710,32.666666666666664
621790,41.0
630110,26.0
630210,16.0
630221,41.0
630232,28.5
630240,16.0
630291,41.0
630299,16.0
630391,41.0
630392,41.0
630491,22.25
630492,41.0
630520,41.0
630619,22.666666666666668
640192,32.5
640212,39.0
640291,45.0
640319,45.0
640419,45.0
640520,45.0
640690,31.0
670300,43.0
670420,26.0
670490,43.0
680210,25.0
680223,20.0
680293,31.666666666666668
680422,40.5
680423,38.0
680520,28.0
680690,30.0
680710,45.0
681140,26.0
681182,43.0
681291,45.0
681512,44.0
690100,43.0
690310,28.0
690410,25.0
690590,40.0
690911,18.0
690912,18.0
690919,28.0
691090,42.0
691410,45.0
700100,27.0
700312,50.0
700420,50.0
700490,35.0
700510,35.0
700529,40.0
700530,50.0
700719,49.0
700721,28.0
700992,47.0
701090,45.25
701110,47.0
701322,42.0
701328,42.0
701333,42.0
701342,32.0
701400,47.5
701710,20.0
701810,45.0
701913,28.0
701914,25.0
701962,30.0
701973,30.0
701980,29.0
702000,31.666666666666668
710229,35.0
710239,39.0
710399,24.0
710499,33.166666666666664
711021,35.0
711100,38.0
711311,35.5
720150,36.0
720219,37.0
720260,37.0
720299,21.0
720390,32.0
720852,41.0
720918,28.5
720926,36.0
720927,41.0
721129,41.0
721240,34.0
721260,38.0
721399,15.0
721420,38.0
721491,33.0
721550,42.0
721610,24.666666666666668
721621,41.0
721691,38.0
721710,43.0
721730,43.0
721914,24.0
721922,41.0
721934,41.0
722011,41.0
722220,26.0
722300,41.0
722530,13.0
722550,38.0
722591,42.0
722860,38.0
730419,33.75
730424,39.0
730429,22.33333333333333
730439,26.0
730449,40.5
730629,33.0
730640,26.0
730729,28.0
730793,42.0
730840,38.0
731100,28.0
731442,28.0
731449,43.0
731511,26.33333333333333
731590,43.0
731812,43.0
731813,28.0
732189,42.0
732190,43.0
732399,42.0
732421,42.0
732510,40.0
740313,37.0
740319,37.0
740500,39.0
740721,42.0
740819,39.0
740821,37.0
740829,27.0
740921,42.0
740940,42.0
741011,14.0
741022,42.0
741110,37.75
741210,34.0
741529,38.0
741533,28.0
741539,28.0
750220,13.0
750521,36.0
750810,36.0
760120,42.0
760410,37.5
760820,29.666666666666668
761010,39.0
761510,29.5
761699,28.0
790310,41.0
790390,26.0
810196,38.0
810295,43.0
810890,28.0
811010,38.0
811219,28.0
811239,34.0
811241,38.0
811249,34.0
811292,38.0
820130,43.0
820150,43.0
820210,43.0
820231,43.0
820560,38.0
820570,38.0
820590,28.0
820730,43.0
820750,40.5
820780,33.0
820810,39.66666666666666
821191,42.0
821194,37.0
821195,42.0
821220,27.0
821300,42.0
821490,42.0
821510,42.0
821520,37.0
830120,29.0
830140,29.0
830150,29.0
830230,29.0
830250,37.0
830300,44.0
830400,39.0
830630,42.0
830710,28.0
830810,39.0
831130,28.0
831190,28.0
840130,11.5
840710,17.0
840734,20.0
840790,26.5
841182,13.0
841199,15.0
841210,19.0
841229,27.0
841280,30.0
841311,40.0
841370,26.33333333333333
841391,25.0
841410,18.0
841420,38.0
841430,38.71428571428572
841459,43.0
841510,38.0
841583,38.0
841610,40.0
841821,38.0
841829,19.666666666666668
841830,33.666666666666664
841869,34.0
841899,30.25
841934,53.0
841981,30.0
841989,22.5
841990,34.5
842091,43.0
842129,27.5
842191,22.5
842199,18.5
842219,43.0
842381,40.0
842410,28.0
842511,26.0
842531,27.5
842541,33.0
842611,40.5
842641,27.5
842710,29.0
842810,29.5
842951,20.0
843041,25.83333333333333
843110,23.0
843149,36.66666666666666
843231,39.0
843239,30.666666666666668
843290,39.0
843820,43.0
843991,21.0
843999,41.0
844130,24.5
844250,35.0
844315,25.0
844400,30.5
844790,25.25
844831,41.0
844851,41.0
845020,33.75
845121,43.0
845129,28.0
845140,43.0
845420,40.5
845430,22.6
845521,26.25
845590,38.0
845630,37.0
845650,15.0
845710,39.0
845811,44.0
845921,44.0
845939,19.0
846023,35.666666666666664
846090,42.0
846211,19.0
846226,44.0
846242,44.0
846249,44.0
846259,19.0
846262,19.0
846269,19.0
846290,19.0
846630,42.0
846693,32.5
846719,28.0
846721,43.0
846729,33.0
846791,26.0
846820,39.0
847050,27.5
847090,35.0
847160,32.5
847190,30.0
847230,28.0
847340,35.0
847350,35.0
847431,42.0
847439,35.0
847590,28.0
847710,35.0
847910,26.75
847981,41.5
847989,25.55555555555556
848030,38.0
848050,18.0
848210,32.0
848280,38.0
848330,36.0
848360,38.0
848520,40.0
848580,37.626666666666665
848590,26.678571428571427
848610,10.0
850151,40.0
850152,20.0
850153,40.0
850164,25.5
850220,45.0
850421,40.0
850431,37.5
850434,30.0
850520,18.0
850590,40.5
850650,43.0
850680,38.0
850710,45.0
850760,20.0
850790,41.5
850819,35.0
850980,34.666666666666664
851010,43.0
851090,43.0
851230,26.25
851240,25.0
851290,23.0
851390,40.0
851411,27.5
851420,20.0
851432,10.0
851531,43.333333333333336
851631,42.0
851633,17.0
851761,32.5
851779,30.83333333333333
851821,35.0
851840,30.0
851850,30.0
851930,42.0
852190,27.5
852290,25.55555555555556
852352,32.5
852412,18.0
852491,13.6
852589,29.09090909090909
852859,47.5
852862,33.333333333333336
853110,30.0
853221,35.0
853222,35.0
853224,35.0
853230,35.0
853310,35.0
853321,35.0
853529,36.66666666666666
853669,35.0
853921,25.0
853929,28.4
853931,31.75
853941,38.0
854060,27.0
854079,23.0
854081,38.0
854143,35.0
854149,35.0
854190,30.0
854233,10.0
854310,40.0
854411,40.0
854511,43.0
854520,45.0
854620,36.5
860719,38.0
860800,26.0
870322,50.0
870323,53.333333333333336
870340,50.0
870710,41.0
870790,41.0
870810,16.0
870891,16.0
870895,16.0
870911,45.0
871160,80.0
871310,15.0
871420,40.0
871493,40.0
871499,40.0
871640,45.0
880212,17.0
880240,13.0
880790,15.0
890332,30.0
890710,28.0
900110,40.0
900130,37.0
900150,40.333333333333336
900290,30.0
900390,41.0
900580,31.5
900590,29.0
900630,44.0
900653,31.5
900710,22.0
900720,30.5
901180,30.0
901310,43.0
901812,13.333333333333334
901813,22.5
901839,19.0
901850,35.0
901890,16.0
901910,34.5
902121,19.0
902214,10.0
902219,18.33333333333333
902229,17.22
902290,24.75
902511,34.0
902790,15.0
902830,21.666666666666668
902890,32.5
903032,20.0
903220,20.0
910111,18.0
910212,50.0
910291,45.0
910400,45.0
910521,50.0
910599,40.0
910610,30.0
911120,24.0
911430,24.0
920120,40.0
920210,45.0
920510,30.0
920600,30.0
920810,40.0
920890,45.0
920994,45.0
920999,43.333333333333336
930400,33.0
940120,21.0
940131,20.0
940141,35.0
940191,16.670000000000016
940210,15.0
940290,20.0
940340,35.0
940360,35.0
940490,43.0
940511,35.0
940531,43.0
940541,35.170000000000016
940549,35.5
940550,45.0
940561,40.0
940599,38.0
950510,35.0
950612,36.0
950629,26.0
950631,36.0
950670,36.0
950710,41.0
950720,36.0
950824,26.0
960200,23.5
960310,42.0
960330,37.333333333333336
960500,36.0
960630,41.0
960719,41.0
960720,41.0
960810,38.0
960820,42.0
960840,42.0
961000,36.0
961310,20.0
961380,30.0
961400,45.0
961511,36.0
961900,24.5
970191,24.33333333333333
970690,10.0
