hs6,year,exports,imports,base_imports,base_exports,import_change,export_change,hs2
030223,2015,65076,0,17480.5,32538,-1,1,03
030223,2017,0,34961,17480.5,32538,1,-1,03
030223,2018,0,36060,17480.5,32538,1.0628700552043706,-1,03
030223,2019,0,263692,17480.5,32538,14.084923200137295,-1,03
030229,2015,35780,0,52567.666666666664,11926.666666666668,-1,1.9999999999999998,03
030229,2016,0,84352,52567.666666666664,11926.666666666668,0.6046365636671466,-1,03
030229,2017,0,73351,52567.666666666664,11926.666666666668,0.3953634363328536,-1,03
030229,2018,0,34694,52567.666666666664,11926.666666666668,-0.340012555246254,-1,03
030229,2019,0,54251,52567.666666666664,11926.666666666668,0.032022218981249614,-1,03
030229,2020,75996,0,52567.666666666664,11926.666666666668,-1,5.371939631078814,03
030231,2015,392896,0,0,198395.5,NA,0.9803674982547487,03
030231,2016,3895,0,0,198395.5,NA,-0.9803674982547487,03
030231,2018,3400,0,0,198395.5,NA,-0.9828625145227589,03
030232,2017,0,8255,8255,0,0,NA,03
030232,2020,95382,0,8255,0,-1,NA,03
030233,2016,28200,0,0,28200,NA,0,03
030234,2017,0,12972,12972,0,0,NA,03
030235,2017,0,10861,10861,0,0,NA,03
030239,2017,20219,0,0,20219,NA,0,03
030239,2020,12980,0,0,20219,NA,-0.3580295761412533,03
030241,2015,3900,0,0,4749,NA,-0.17877447883765002,03
030241,2017,5598,0,0,4749,NA,0.17877447883765002,03
030242,2015,113400,2479,1239.5,343241,1,-0.669619888066985,03
030242,2017,573082,0,1239.5,343241,-1,0.669619888066985,03
030242,2018,63478,0,1239.5,343241,-1,-0.8150628858440571,03
030242,2019,54000,34039,1239.5,343241,26.461879790238,-0.8426761371747548,03
030242,2020,138852,92346,1239.5,343241,73.50262202501008,-0.595467907388686,03
030242,2021,0,6934,1239.5,343241,4.594191206131504,-1,03
030243,2015,0,110684,97484.33333333333,0,0.13540295363699473,NA,03
030243,2016,0,23375,97484.33333333333,0,-0.760217881163811,NA,03
030243,2017,0,158394,97484.33333333333,0,0.6248149275268163,NA,03
030243,2018,0,49415,97484.33333333333,0,-0.49309803626565635,NA,03
030243,2020,0,27757,97484.33333333333,0,-0.7152670685546053,NA,03
030244,2016,31674,0,0,30089,NA,0.05267705806108545,03
030244,2017,28504,0,0,30089,NA,-0.05267705806108545,03
030244,2021,0,68222,0,30089,NA,-1,03
030245,2015,0,268680,340271,0,-0.21039406825735957,NA,03
030245,2017,0,411862,340271,0,0.21039406825735957,NA,03
030245,2018,0,970050,340271,0,1.8508159672731441,NA,03
030245,2019,0,1044888,340271,0,2.0707524296810482,NA,03
030245,2020,0,1989440,340271,0,4.846634006424291,NA,03
030245,2021,0,2245686,340271,0,5.59969847562678,NA,03
030246,2019,43630,0,NA,NA,NA,NA,03
030247,2015,0,8134,8134,0,0,NA,03
030249,2018,0,7004,NA,NA,NA,NA,03
030249,2020,26827,0,NA,NA,NA,NA,03
030251,2015,65201,5952,5952,65201,0,0,03
030251,2020,60000,0,5952,65201,-1,-0.07976871520375454,03
030251,2021,85000,0,5952,65201,-1,0.30366098679468106,03
030259,2015,0,2029,5130.666666666667,5984.333333333334,-0.6045348232848233,-1,03
030259,2016,17953,10492,5130.666666666667,5984.333333333334,1.0449584199584199,1.9999999999999998,03
030259,2017,0,2871,5130.666666666667,5984.333333333334,-0.4404235966735967,-1,03
030259,2019,0,63665,5130.666666666667,5984.333333333334,11.408718814968815,-1,03
030259,2020,0,2127,5130.666666666667,5984.333333333334,-0.5854339916839917,-1,03
030271,2015,0,549543,203771,1240,1.6968655991284334,-1,03
030271,2016,3720,39980,203771,1240,-0.8037993630104382,2,03
030271,2017,0,21790,203771,1240,-0.8930662361179952,-1,03
030271,2021,0,46335,203771,1240,-0.7726123933238783,-1,03
030273,2015,2600,0,0,2600,NA,0,03
030273,2021,6478,0,0,2600,NA,1.4915384615384615,03
030274,2016,0,108280,74273.5,0,0.4578550896349304,NA,03
030274,2017,0,40267,74273.5,0,-0.4578550896349304,NA,03
030274,2018,0,2101,74273.5,0,-0.971712656600268,NA,03
030274,2019,0,7001,74273.5,0,-0.905740270756057,NA,03
030282,2019,6026,0,NA,NA,NA,NA,03
030284,2018,28100,213008,NA,NA,NA,NA,03
030285,2017,1114040,0,0,1114040,NA,0,03
030285,2020,2985,0,0,1114040,NA,-0.9973205629959427,03
030289,2015,1478215,30774,405081,519300.3333333334,-0.9240300088130522,1.846551225013656,03
030289,2016,79686,571787,405081,519300.3333333334,0.41153744559730027,-0.8465512250136562,03
030289,2017,0,612682,405081,519300.3333333334,0.5124925632157519,-1,03
030289,2018,0,1045659,405081,519300.3333333334,1.5813578025135713,-1,03
030289,2019,0,598215,405081,519300.3333333334,0.47677871833040797,-1,03
030289,2020,14996,572497,405081,519300.3333333334,0.41329018146987884,-0.9711226836621839,03
030289,2021,0,744449,405081,519300.3333333334,0.8377781233876681,-1,03
030291,2019,0,13300,NA,NA,NA,NA,03
030291,2020,0,4654,NA,NA,NA,NA,03
030291,2021,0,2026,NA,NA,NA,NA,03
030311,2015,16460433,0,0,20548788.666666668,NA,-0.19895847550851584,03
030311,2016,21628657,0,0,20548788.666666668,NA,0.05255143506755931,03
030311,2017,23557276,0,0,20548788.666666668,NA,0.14640704044095634,03
030311,2018,14571012,0,0,20548788.666666668,NA,-0.290906523184189,03
030311,2019,17233331,0,0,20548788.666666668,NA,-0.16134565012315571,03
030311,2020,6835728,0,0,20548788.666666668,NA,-0.6673415591115298,03
030311,2021,13732297,0,0,20548788.666666668,NA,-0.33172231109291994,03
030312,2015,225282235,5750667,13378403,206821451.66666666,-0.5701529547286025,0.08925951918704506,03
030312,2016,119809480,16011853,13378403,206821451.66666666,0.1968433751023945,-0.4207105740989746,03
030312,2017,275372640,18372689,13378403,206821451.66666666,0.373309579626208,0.3314510549119297,03
030312,2018,141195649,14069318,13378403,206821451.66666666,0.05164405646922133,-0.31730655663531226,03
030312,2019,142397752,245432,13378403,206821451.66666666,-0.9816546115407048,-0.3114942823750125,03
030312,2020,48020017,0,13378403,206821451.66666666,-1,-0.7678189732591488,03
030312,2021,143081423,85200,13378403,206821451.66666666,-0.9936315268720788,-0.3081886726595277,03
030313,2015,20225,66000,22000,14661.333333333334,2,0.37947890141869767,03
030313,2016,10700,0,22000,14661.333333333334,-1,-0.27018915969443436,03
030313,2017,13059,0,22000,14661.333333333334,-1,-0.10928974172426341,03
030313,2018,103125,0,22000,14661.333333333334,-1,6.033807748272099,03
030313,2021,52502,0,22000,14661.333333333334,-1,2.5809839941797015,03
030314,2017,272290,0,0,272290,NA,0,03
030314,2020,184875,0,0,272290,NA,-0.3210363950200154,03
030319,2015,0,32746,32746,0,0,NA,03
030319,2018,432561,0,32746,0,-1,NA,03
030323,2015,335856,44065266,40865339.666666664,190761,0.07830416581471547,0.7606114457357636,03
030323,2016,96189,42694731,40865339.666666664,190761,0.04476633127866907,-0.4957617122996839,03
030323,2017,140238,35836022,40865339.666666664,190761,-0.12307049709338436,-0.2648497334360797,03
030323,2018,53900,42390702,40865339.666666664,190761,0.03732655462491003,-0.7174474866455932,03
030323,2019,62040,40797672,40865339.666666664,190761,-0.0016558694291695765,-0.6747762907512542,03
030323,2020,45750,39682744,40865339.666666664,190761,-0.028938843438301148,-0.76017110415651,03
030323,2021,3481,58605712,40865339.666666664,190761,0.434117824005362,-0.9817520352692636,03
030324,2015,107526,233526,99824.66666666666,47475,1.3393616808136937,1.2648973143759874,03
