hs_code,best_avlbl
860691,34
903289,44.75
911120,33.25
920890,32.80000000000001
970310,20
010391,20
021020,10
030343,20
030457,20
030729,45
030779,43.5
080251,20.090515696474995
081110,52.19999999999999
121221,44.5
151590,28.333333333333332
151790,33.7
152000,27.5
200410,42.7
200559,44.991379292789986
240120,80.57692307692308
240130,71.3
250830,20
251730,20
261510,45
271020,10.248470265176252
282720,44.5
282739,37.222222222222214
290347,23.84999999999999
290545,27.857297367410013
291413,34
291529,37.95
380893,40.25
392069,49.19999999999999
400251,20
400912,44.75
401034,48.10000000000001
401519,52.25
420239,50.97500000000001
440326,38.5
470411,20
490810,26
511130,51.333333333333336
520210,45
520644,54.19999999999999
520952,53.400000000000006
540211,40.900000000000006
540244,49.5
540782,51.400000000000006
550999,55.76666666666666
551341,47.900000000000006
551693,41
560290,51.93333333333334
590700,41
600536,49
620422,45.75
620620,35.53333333333333
621132,35.349999999999994
630240,33.85000000000001
630533,35.900000000000006
660200,26.5
680710,45
681091,45
701349,38.45
710310,28.25
711029,35
720211,11.45
720270,24.5
721932,63.5
730110,76.94
730429,60.52333333333333
730441,52.940000000000005
732391,25.90000000000001
811090,10
831130,42
840410,48.5
840420,25
841210,45
841221,42.35
841231,43.5
841239,44
842389,44.45
843231,45
843850,47.80000000000001
843910,45
844230,45
844339,31.642857142857142
844859,26
845530,44.85
845811,41.400000000000006
846694,39.474999999999994
846880,46.2
847190,35
847920,24.5
848071,51.19
850610,40.19999999999999
851761,27
852359,26.5
854089,48.69999999999999
854190,37.64
870431,60
900120,42
903082,34
910610,51.5
950710,26
960321,27.5
961310,31
970610,26.5
030192,20
030344,20
030634,20
080132,35
090831,17
100829,45.295175615020014
120921,20.37304473782001
120929,32.5
160418,25
200580,49.599999999999994
200600,50.92857142857143
220710,38.25
250840,36.5
284310,50.5
290219,44.5
290721,47.5
292620,33.5
293030,29.175
293212,36
293214,13.85
293334,13.25
293499,14.122105263157897
294140,10
300120,10
300241,10
300510,20
300630,10
310229,35
320990,51.33
321100,48.69999999999999
370500,35
381111,20
382211,20
400300,44.5
410229,23.166666666666668
411390,47.45
441114,34.68
441192,35.25
480525,45
482110,44.5
520523,41.099999999999994
520533,53.599999999999994
520922,52.69999999999999
520942,51.400000000000006
521141,53.099999999999994
540249,49
540251,28.80000000000001
540419,49.8
550941,54
551313,59.900000000000006
620343,38.592307692307685
620444,36.76666666666667
630299,30.866666666666664
630720,24.5
640199,51.5
640319,30.46666666666667
680690,41.5
681019,49.76666666666667
681513,44
701010,43.5
720120,45
720852,60
722020,75.4
722830,79.25
730411,72.94
811212,28.5
830790,58.835
840729,32.5
844250,36.25
844720,27.9
844831,27.80000000000001
846781,31.85
847130,35
847439,38.5
848640,34.5
850164,51.8
853510,47.19999999999999
853630,35.5
854011,38.5
854149,34.125
870194,48.43
870410,59
870432,60
901520,44.75
901540,44.5
902140,20
903033,44.925
910310,27.166666666666668
950720,31.15000000000001
970191,27.5
010614,20
030271,34
030446,20
030561,22
070959,46.25
071220,65.30000000000001
071232,43.30000000000001
080231,48.5
090421,18.13746510754251
110412,45.13769487079
110423,45
180632,29.68
200820,35.29570433096001
282570,23.19999999999999
283327,35.6
283711,45
290551,20
290811,50.5
290911,46
321310,46.5
370232,41.19999999999999
381519,40.5
392590,50.30000000000001
401320,44
440131,35
440810,35
480990,44.8
510531,25
520411,49.400000000000006
520612,54.19999999999999
530810,45
530929,48.333333333333336
560391,45
560392,27
570292,44.94999999999999
600121,53.80000000000001
611490,30.166666666666668
620311,39.625
630619,32.55
681389,44
700420,44.23333333333333
700490,38.89134534056625
701969,40.7
710121,27.5
710590,45
720449,34.5
721669,45
721790,73.25
721921,89.5
730511,53.94
730820,61.97
820890,44.5
841090,51.15
841981,29.675
842123,62.25
847521,43.5
848210,61.95
850720,31.375
853210,45
860400,50.43
870310,33.69
870590,58.5
871310,20
890200,45
901320,43.5
950629,27.5
960840,30.299999999999997
010410,20
020312,20.194649299684997
020840,26.40000000000001
030214,20
030283,20
030384,43
030473,32.5
030479,41.75
030531,45
030611,45
071231,45.75
